name,subway,distance,service_rating,price,overall_rating,facility_rating,hygiene_rating,location_lat,location_lng
拉美国际公寓(南沙店),金洲,751,0,138,4.6,0,0,22.801958,113.55172
广州准家公寓,金洲,849,4.4,166,4.5,4.4,4.5,22.806046,113.54464
广州南沙伊人客栈,金洲,677,4.3,605,4.5,4.3,4.6,22.804518,113.54497
红帆酒店,沙涌,861,4,128,4.1,3.8,4,23.092934,113.261024
广州太古仓江景酒店,沙涌,897,3.4,319,3.5,3.2,3.6,23.095861,113.258736
东华宾馆,沙涌,968,1,100,1,1,1,23.080643,113.25302
广州江畔国际青年旅舍,芳村,592,4,55,4,3.7,3.5,23.106157,113.247604
荔豪宾馆,芳村,836,3.5,98,4,4,3.5,23.110016,113.236824
渲鹏旅店,芳村,510,1,97,4,1,1,23.09996,113.24376
逸米酒店(广州芳村码头店),芳村,579,4.1,138,3.9,3.8,4.1,23.106392,113.24736
花地大厦酒店,芳村,619,4.1,159,3.9,3.9,4.1,23.09944,113.239235
洛芙特酒店创意园店,芳村,841,4.1,220,3.9,4,4.1,23.101088,113.2496
广州英姿快捷酒店,芳村,687,3.8,129,3.9,3.8,3.8,23.099924,113.23743
鹅潭风景旅舍,芳村,362,4,99,3.8,3.6,3.7,23.107248,113.243706
天源宾馆,芳村,332,2,104,3.7,2,2.5,23.10622,113.24466
新世纪酒店,芳村,542,3.9,96,3.6,3.5,3.8,23.10147,113.23785
廉江大厦,芳村,347,3.7,88,3.6,3.2,3.4,23.103323,113.24539
柏浩商务酒店,芳村,771,3.9,162,3.6,3.8,4.2,23.107208,113.235306
锦惠宾馆(芳村大道中),芳村,88,2.4,127,3.5,3.7,3.7,23.103828,113.24286
凯丽宾馆,芳村,253,4,110,3.3,3.6,4,23.105604,113.2442
常聚宾馆,芳村,485,2.9,85,3,2.8,3.5,23.100246,113.24044
金旺宾馆,芳村,332,3.8,0,3,2.7,2.7,23.10622,113.24466
富丽宾馆(东潡北路店),芳村,492,1,88,2.8,1,1,23.103811,113.23738
沁园宾馆,芳村,360,2.7,98,2.8,2.2,2.2,23.10667,113.24458
景泰宾馆,芳村,705,0,108,2.4,0,0,23.1,113.2371
广州茗城宾馆,芳村,937,3,87,2.4,2,2,23.107622,113.233734
广州中国大酒店(首层食街),越秀公园,120,3.7,0,5,4,4,23.14614,113.2666
广州中山纪念堂和颐酒店,越秀公园,734,5,268,4.7,5,5,23.139978,113.26598
铂顿国际公寓(广州中山纪念堂店),越秀公园,989,4.4,332,4.6,4.6,4.6,23.137484,113.267845
广州荔湾友缘公寓,越秀公园,925,1,68,4.6,1,1,23.151611,113.260704
中国大酒店,越秀公园,153,4.5,729,4.5,4.4,4.5,23.146467,113.26624
全季酒店广州越秀公园店,越秀公园,393,4.5,314,4.5,4.4,4.5,23.143002,113.26888
广州桐舍酒店(火车站店),越秀公园,612,4.3,246,4.5,4.3,4.5,23.15156,113.2657
惠风和宾馆,越秀公园,968,4.5,0,4.5,3,3.5,23.15507,113.26848
东方宾馆,越秀公园,324,4.4,555,4.4,4.2,4.4,23.145174,113.26486
锦江之星酒店(中山纪念堂店),越秀公园,777,4.5,229,4.4,4.3,4.5,23.139402,113.2681
广州星和香江国际酒店,越秀公园,798,4.3,289,4.4,4.2,4.4,23.153522,113.2669
7天连锁酒店(纪念堂地铁站店),越秀公园,981,4.4,158,4.4,4.2,4.4,23.137655,113.269135
广州远方的家家庭旅馆26号店,越秀公园,996,0,59,4.4,0,0,23.149145,113.25848
广州全新旅馆,越秀公园,965,0,58,4.4,0,0,23.148254,113.25853
广州华茂中心酒店,越秀公园,520,4.3,283,4.3,4,4.2,23.141872,113.26641
白云城市酒店,越秀公园,793,4.4,248,4.3,4.2,4.4,23.153357,113.26608
流花宾馆(广州火车站),越秀公园,851,4.2,401,4.3,4.1,4.3,23.152582,113.262856
广州五福精品酒店,越秀公园,881,4.3,148,4.3,4.3,4.4,23.152376,113.27339
广州四川省驻广州招待所,越秀公园,808,0,56,4.3,0,0,23.150957,113.2616
广州星和商务酒店,越秀公园,948,4.3,268,4.3,4.2,4.4,23.14799,113.25864
南丰朗豪酒店,琶洲,704,4.6,733,4.7,4.6,4.7,23.103071,113.36646
广州野原小窝公寓琶洲展馆店,琶洲,344,0,64,4.7,5,5,23.105032,113.36986
广州香格里拉大酒店,琶洲,586,4.6,948,4.6,4.6,4.7,23.108553,113.37685
广交会威斯汀酒店,琶洲,445,4.6,761,4.6,4.7,4.7,23.101875,113.36989
伊思德国际公寓（广州保利世贸）,琶洲,324,4.3,242,4.6,4.5,4.5,23.10159,113.37331
喜运公寓酒店（琶洲保利世贸店）,琶洲,332,4.5,352,4.6,4.5,4.6,23.101555,113.3737
广州逸尚酒店服务公寓保利世贸分店,琶洲,294,4.4,350,4.6,4.5,4.5,23.101862,113.37333
广州星驿国际酒店公寓广交会展中心店,琶洲,324,4.2,260,4.5,4.3,4.3,23.101595,113.37339
如家快捷酒店(琶洲会展中心店),琶洲,295,4.5,167,4.4,4.4,4.5,23.103184,113.37567
广州嘻哈酒店公寓琶洲保利世贸店,琶洲,321,4.1,278,4.4,4.2,4.2,23.101625,113.37347
她他会保利世贸中心公寓,琶洲,299,4.3,238,4.4,4.4,4.5,23.10183,113.37349
广州易成·保利世贸酒店公寓,琶洲,307,4.5,445,4.3,4.5,4.5,23.10175,113.37336
广州诺盟酒店公寓(琶洲保利世贸店),琶洲,298,4.2,309,4.3,4.4,4.4,23.101845,113.37355
广州益武凯陌酒店,琶洲,323,4.1,308,4.2,4,4.2,23.10284,113.37576
广州琶洲会展服务公寓琶洲保利世贸店,琶洲,309,3.7,569,3.9,3.8,3.9,23.10175,113.37356
2513度假公寓(广州琶洲保利世贸店),琶洲,313,0,0,-1,0,0,23.101706,113.3735
恒福酒店,祖庙,905,0,121,5,0,0,23.039146,113.12428
桔子酒店(佛山禅城店),祖庙,555,4.8,286,4.7,4.8,4.8,23.036758,113.11544
佛山安然时光青年旅舍,祖庙,961,0,45,4.6,0,0,23.024992,113.114716
维也纳酒店(人民路店),祖庙,517,4.4,128,4.5,4.3,4.5,23.036789,113.11615
城市便捷酒店(祖庙地铁站店),祖庙,644,4,125,4.5,4,4,23.037655,113.11532
嘉世铂顿酒店,祖庙,108,4.4,228,4.4,4.3,4.5,23.03225,113.11964
佛山恒安瑞士大酒店,祖庙,518,4.5,552,4.4,4.5,4.6,23.03247,113.11369
佛山岭南天地马哥孛罗酒店,祖庙,463,4.5,607,4.4,4.4,4.6,23.036804,113.12
如家快捷酒店(佛山百花广场店),祖庙,119,4.3,119,4.3,4.1,4.3,23.033127,113.117645
佛山皇冠假日酒店,祖庙,394,4.5,512,4.3,4.4,4.5,23.030655,113.11568
私享家连锁酒店公寓(私享家总店),祖庙,123,4.1,88,4.3,4.3,4.3,23.032656,113.11995
平谦国际精品酒店,祖庙,335,4.3,150,4.3,4.2,4.3,23.033241,113.11551
佛山U度假公寓酒店(私享家总店),祖庙,153,4.1,197,4.3,4.2,4.3,23.03209,113.12005
旋宫酒店,祖庙,882,4.2,90,4.3,3.9,4.2,23.040709,113.119385
佛山CJC国际高级公寓,祖庙,530,0,371,4.3,0,0,23.032515,113.11358
百花商务酒店,祖庙,424,4.1,75,4.2,4,4.1,23.029104,113.11769
7天连锁酒店(佛山祖庙地铁站店),祖庙,395,4,124,4.2,4.2,4.3,23.029379,113.11767
珠江大酒店,祖庙,906,4.2,123,4.2,4.1,4.3,23.040945,113.118454
金城大酒店,祖庙,445,4.3,272,4.1,4.1,4.4,23.03156,113.11462
7天连锁酒店(祖庙百花广场店),祖庙,371,4.5,77,4.1,4.3,4.5,23.02949,113.11925
广州天河亚朵酒店,动物园,881,0,491,4.7,4.8,4.7,23.142048,113.32228
广州最时光青年旅舍,动物园,166,5,0,4.7,4.4,4.5,23.139957,113.315254
丽枫酒店(广州动物园地铁站店),动物园,174,4.7,120,4.6,4.7,4.8,23.14128,113.31224
丽枫酒店(杨箕地铁站店),动物园,780,4.7,329,4.6,4.7,4.8,23.133648,113.31312
凯旋龙连锁酒店华建酒店,动物园,980,4.3,174,4.6,4.1,4.3,23.147278,113.307495
广州圣丰索菲特大酒店,动物园,956,4.5,500,4.5,4.6,4.7,23.144053,113.32238
柏高商务酒店(广州天河北东风公园西门店),动物园,953,4.5,108,4.5,4.5,4.6,23.148127,113.31834
柏高商务酒店区庄地铁站店,动物园,954,4.5,348,4.4,4.3,4.5,23.138933,113.30465
如家快捷酒店(广州环市东路店),动物园,111,4.4,100,4.3,4.4,4.3,23.14126,113.31465
城迹酒店(广州区庄地铁站店),动物园,714,4.5,199,4.3,4.5,4.6,23.137474,113.30772
广家酒店公寓,动物园,278,4.3,129,4.2,4.1,4.2,23.138205,113.313156
东山宾馆,动物园,965,4.2,267,4.2,4,4.3,23.13624,113.30566
隆洲大酒店,动物园,880,4.1,288,4.2,4,4.2,23.146894,113.31907
贵阳酒店,动物园,927,4.2,152,4.2,4,4.2,23.146372,113.32039
7天连锁酒店(广州动物园地铁站店),动物园,91,4.1,233,4.1,3.7,4,23.140831,113.31466
广东地质山水酒店,动物园,244,4.2,328,4.1,4.1,4.3,23.13955,113.31172
三寓宾馆,动物园,939,4.2,284,4.1,3.9,4.2,23.13423,113.30781
广州市花城之星连锁酒店,动物园,324,4.3,109,4.1,4.1,4.3,23.142132,113.31652
7天连锁酒店(广州东风东路店),动物园,362,4.4,141,4.1,4.2,4.4,23.137413,113.314316
佳友商旅酒店,动物园,370,4.1,170,4.1,3.8,3.9,23.141985,113.317116
广州Xbed互联网住宿保利中达店,猎德,331,5,688,5,5,5,23.122034,113.33682
广州十月客栈,猎德,664,4.8,183,4.8,4.7,4.8,23.119099,113.341995
百合公寓(广州珠江新城店),猎德,830,5,0,4.8,4.3,5,23.118431,113.34385
广州Xbed互联网住宿汇峰国际公寓店,猎德,415,0,378,4.8,3,5,23.126423,113.3355
广州富力丽思卡尔顿酒店,猎德,573,4.7,1261,4.7,4.7,4.8,23.122055,113.33385
广州四季酒店,猎德,976,4.7,1437,4.7,4.8,4.8,23.123316,113.32939
合景W酒店,猎德,480,4.5,1264,4.6,4.6,4.7,23.127012,113.33519
广州喜运服务公寓(保利中达广场店),猎德,401,0,402,4.5,4.5,4.3,23.121504,113.33645
广州丹顿行政公寓,猎德,677,4.6,511,4.5,4.5,4.6,23.130205,113.34066
广州维多利酒店,猎德,966,4.5,530,4.5,4.4,4.6,23.131992,113.34336
广州Hart鹿途·坑坑家庭式公寓,猎德,207,0,233,4.5,4.5,4.5,23.12504,113.33699
广州花城公寓（珠江新城店）,猎德,298,4.3,319,4.5,4.3,4.5,23.123592,113.34168
广州兴盛国际公寓,猎德,335,4.3,404,4.4,4.2,4.4,23.127123,113.33761
伊思德国际公寓（广州保利中达）,猎德,387,4.3,665,4.4,4.3,4.4,23.121387,113.33686
广州木莲庄酒店,猎德,883,4.4,329,4.3,4.3,4.5,23.128817,113.34601
广州锐得-保利中达公寓,猎德,435,4.4,111,4.3,4.5,4.5,23.121164,113.33639
广州嘻哈酒店公寓(珠江新城保利中达广场店),猎德,366,4.3,378,4.3,4.4,4.4,23.1216,113.336876
广州文星连锁酒店(冼村二店),猎德,996,4.1,199,4.3,3.9,4,23.133202,113.337425
维福顿公寓（广州保利中达店）,猎德,413,4.3,522,4.3,4.4,4.5,23.121454,113.33632
广州家乐庭服务式公寓猎德地铁站店,猎德,230,4.4,298,4.2,4.2,4.4,23.126228,113.33795
驿舍连锁客栈广州长隆高铁南站店,南浦,993,3.9,62,4.7,3.4,3.9,23.048033,113.30427
维也纳酒店(广州南浦地铁站店),南浦,420,4.6,251,4.6,4.6,4.7,23.037928,113.29656
广州莫泰连锁酒店高铁南站南浦地铁口店,南浦,259,0,143,4.6,4.5,4.5,23.04186,113.301544
盈基公馆(丽江店),南浦,496,0,0,4.5,0,0,23.044476,113.300255
广州恒基如家住宿,南浦,472,5,68,4.4,5,5,23.044159,113.30102
如家快捷酒店(广州高铁南站南浦地铁口店),南浦,332,4.3,180,4.3,4.2,4.5,23.04238,113.30198
7天连锁酒店(南浦店),南浦,303,4.4,169,4.3,4.2,4.4,23.037437,113.299
广州怡悦快捷酒店,南浦,229,4.2,160,4.1,4.2,4.3,23.037966,113.300255
荔江宾馆,南浦,445,4.4,148,4.1,4.4,4.5,23.041452,113.304054
莫泰168酒店(广州高铁南站南浦地铁口店),南浦,336,4.2,0,4.1,4,4.2,23.042372,113.302055
广州宗基商务公寓,南浦,330,1,115,4.1,2,3,23.0371,113.299385
骏福连锁宾馆南浦店,南浦,131,4.1,148,4,4.5,4.5,23.038874,113.29965
格林联盟酒店,南浦,304,4.1,153,3.9,3.9,4.1,23.040869,113.30281
椰枫酒店,南浦,417,3.5,160,3.9,3.5,3.5,23.04337,113.30183
广州芳香公寓,南浦,476,1,97,3.8,3,4,23.044071,113.30148
南浦宾馆,南浦,423,0,113,3.7,4,4,23.043638,113.30128
广州启源精品酒店式公寓,南浦,689,0,98,3.7,0,0,23.04305,113.29411
广州南浦家公馆酒店,南浦,479,2.8,118,3.6,2.2,2.6,23.044271,113.30073
锦田旅馆,南浦,465,1,0,2.4,1,1,23.044106,113.30096
广州顺德碧桂园家庭旅馆,南浦,486,0,978,2.3,4,3,23.036337,113.29741
广州天河区商务住宿员村店,员村,733,0,95,5,0,0,23.123228,113.37736
罗家住宿,员村,81,1,49,4.8,4.4,4.5,23.122272,113.3703
阳光酒店,员村,838,4.6,669,4.6,4.6,4.7,23.128834,113.37254
广州柏逸酒店,员村,695,4.3,100,4.3,4.3,4.5,23.125744,113.36538
广州克莱顿酒店,员村,896,4.3,370,4.3,4.3,4.4,23.121374,113.37918
广州思家青年旅舍,员村,27,3,37,4.2,2.8,2.8,23.121786,113.37035
1号酒店(珠江新城赛马场店),员村,662,4.2,145,4.2,4,4.2,23.125925,113.36602
宏森酒店,员村,620,3.7,115,4.1,3.7,3.9,23.126207,113.37376
广州员村公寓,员村,775,4.1,76,4.1,3.9,4.1,23.120665,113.3629
广州心驿家酒店式公寓,员村,819,4.4,174,4.1,4.3,4.4,23.12846,113.36764
广州星月太空舱公寓员村店,员村,49,5,33,4,3,5,23.121244,113.370766
美港酒店,员村,550,4.1,212,4,3.8,4,23.126163,113.372375
城市便捷酒店(广州琶洲会展中心店),员村,718,4,188,4,3.7,4.3,23.123508,113.37711
星程酒店(黄埔大道润都店),员村,862,4.3,246,4,4.1,4.3,23.128834,113.36753
广州星辰酒店,员村,719,3.4,106,4,3.2,3.5,23.121574,113.36339
广源公寓,员村,714,3.5,128,3.9,3.2,3.5,23.121628,113.36343
广州员村快捷青年公寓,员村,62,4.3,0,3.8,3.6,3.6,23.122087,113.37025
红鑫宾馆,员村,716,4.6,140,3.8,4.6,4.6,23.123503,113.3771
佳驿连锁酒店员村分店,员村,575,3.9,121,3.7,3.6,3.7,23.125902,113.37347
旗高宾馆,员村,801,3.8,117,3.7,3.6,3.8,23.121454,113.36258
佛山520酒店式公寓,澜石,838,5,93,4.7,4.7,5,22.997456,113.11479
金华天商务酒店,澜石,587,4.6,188,4.6,4.6,4.6,22.990744,113.11944
佛山钰和公寓酒店,澜石,835,4.6,103,4.6,4.6,4.7,22.997442,113.11473
佛山伊丽莎白连锁酒店公寓,澜石,836,4.1,86,4.4,4.6,4.3,22.99745,113.11473
佛山海韵商务酒店,澜石,303,4.3,90,4.2,4.1,4.3,22.990335,113.1167
7天连锁酒店(佛山家博城店),澜石,369,4.6,89,4.1,4.6,4.7,22.991701,113.11067
佛山橙子公寓酒店,澜石,825,4.6,89,4.1,4.7,4.6,22.997332,113.114876
京京宾馆,澜石,397,0,150,2.8,5,3,22.993301,113.11517
家博商务酒店,澜石,158,0,116,-1,0,0,22.991402,113.113815
广州市番禺区金湾商务酒店,番禺广场,573,4,150,4.7,4,4,22.946932,113.392715
番禺大厦,番禺广场,486,4.3,364,4.4,4.3,4.4,22.945402,113.389084
科尔海悦酒店,番禺广场,318,4.3,522,4.3,4.2,4.4,22.940731,113.38898
广州骏福连锁酒店石岗分店,番禺广场,932,4.4,99,4.3,4.2,4.3,22.943857,113.40068
广州飞扬八八酒店,番禺广场,823,4.3,58,4.2,4.2,4.4,22.947012,113.38608
胜龙酒店广州番禺广场地铁站店(原罗家店),番禺广场,508,3.8,164,4.1,3.7,3.7,22.944757,113.39566
7天连锁酒店(番禺广场地铁站店),番禺广场,727,4.4,126,4.1,4.2,4.4,22.946857,113.387276
嘉华商务酒店,番禺广场,846,4,118,3.8,3.9,4.1,22.944561,113.39956
光华假日酒店,番禺广场,804,4,168,3.7,3.8,4.1,22.94799,113.3877
康利宾馆,番禺广场,803,3.8,108,2.5,3.9,3.8,22.947048,113.3864
广州富华酒店清河东路店,番禺广场,942,4.5,86,2.4,4.5,4.5,22.941566,113.382645
山水时尚酒店(番禺广场店),番禺广场,380,0,0,-1,0,0,22.939173,113.394165
广州静栖红专屋主题度假酒店,番禺广场,719,0,166,-1,0,0,22.946865,113.38741
广州Xbed互联网住宿保利中达店,海心沙,804,5,688,5,5,5,23.122034,113.33682
广州四季酒店,海心沙,687,4.7,1437,4.7,4.8,4.8,23.123316,113.32939
广州富力丽思卡尔顿酒店,海心沙,610,4.7,1261,4.7,4.7,4.8,23.122055,113.33385
柏悦酒店,海心沙,840,4.7,1631,4.7,4.8,4.9,23.124405,113.32812
广州珠江帝景青年旅舍,海心沙,855,4.5,54,4.7,4.4,4.4,23.109678,113.32962
广州左岸驿站青年旅舍,海心沙,930,4.5,58,4.6,4.3,4.4,23.110296,113.32589
广州喜运服务公寓(保利中达广场店),海心沙,736,0,402,4.5,4.5,4.3,23.121504,113.33645
雅诗阁服务公寓,海心沙,815,4.6,1019,4.5,4.7,4.7,23.12443,113.32906
广州双城礼顿公寓,海心沙,906,4.4,0,4.5,4.3,4.4,23.124653,113.327095
伊思德国际公寓（广州保利中达）,海心沙,761,4.3,665,4.4,4.3,4.4,23.121387,113.33686
广州asa青年旅舍（原小蛮腰阿傻公寓）,海心沙,792,4.3,107,4.4,4.3,4.3,23.110489,113.333206
广州锐得-保利中达公寓,海心沙,708,4.4,111,4.3,4.5,4.5,23.121164,113.33639
广州嘻哈酒店公寓(珠江新城保利中达广场店),海心沙,777,4.3,378,4.3,4.4,4.4,23.1216,113.336876
维福顿公寓（广州保利中达店）,海心沙,723,4.3,522,4.3,4.4,4.5,23.121454,113.33632
广州八零后公寓,海心沙,912,4,58,4.3,3.9,4,23.10957,113.333916
广州铂晶连锁酒店公寓中达广场店,海心沙,720,4.4,559,4.2,4.5,4.5,23.121206,113.336494
广州宁济公寓,海心沙,928,4.3,189,4.2,3.6,3.9,23.123901,113.32534
星驿国际酒店公寓广州保利中达店,海心沙,711,4.1,420,4.1,4.3,4.3,23.121365,113.33624
广州松海管家公寓（广弘天琪总店）,海心沙,991,4.2,335,4.1,4.1,4.1,23.123907,113.324394
广州达美酒店公寓（华利路店）,海心沙,926,3.7,276,3.9,3.4,3.6,23.123863,113.32533
恒福酒店,普君北路,808,0,121,5,0,0,23.039146,113.12428
佛山暖暖居青年旅舍,普君北路,389,4.8,45,4.6,4.6,4.6,23.030943,113.131874
维也纳酒店(佛山岭南明珠体育馆店),普君北路,793,4.6,209,4.6,4.6,4.7,23.029896,113.13598
汇畅宾馆,普君北路,736,4.3,43,4.5,4.5,4.5,23.037384,113.13514
嘉世铂顿酒店,普君北路,998,4.4,228,4.4,4.3,4.5,23.03225,113.11964
柏丽酒店(佛山禅城店),普君北路,688,4.4,161,4.3,4.4,4.5,23.034079,113.13599
金逸宾馆,普君北路,896,4.3,113,4.3,4.2,4.3,23.039642,113.13499
私享家连锁酒店公寓(私享家总店),普君北路,960,4.1,88,4.3,4.3,4.3,23.032656,113.11995
佛山U度假公寓酒店(私享家总店),普君北路,958,4.1,197,4.3,4.2,4.3,23.03209,113.12005
私享家连锁公寓酒店(佛山君誉财富公馆店),普君北路,254,3,150,4.2,3.3,4.1,23.033154,113.131744
炜悦酒店,普君北路,950,4.5,108,4.2,3.6,3.6,23.04206,113.12914
如家快捷酒店(佛山普君北路地铁站店),普君北路,376,4.4,95,4.1,4.3,4.4,23.035059,113.13256
金嘉酒店,普君北路,488,4.2,128,4.1,4,4.2,23.033728,113.12452
佛山私享家公寓酒店(铂顿旗舰店),普君北路,915,4.5,198,4.1,4.5,4.5,23.032373,113.12043
佛山市迎宾馆,普君北路,879,3.8,168,3.7,3.2,4.2,23.026009,113.12659
佛山呱呱宾馆,普君北路,795,2.6,58,3.5,2.1,2.4,23.037653,113.135635
辉耀宾馆,普君北路,700,3,74,3.1,3,3,23.038282,113.12481
福高宾馆,普君北路,907,5,60,2.8,4,3,23.04053,113.12476
源泉商务酒店,普君北路,974,0,0,-1,0,0,23.034634,113.13873
广州万达希尔顿酒店,白云公园,737,4.4,854,4.5,4.5,4.6,23.181816,113.27468
广州麦榕酒店,白云公园,959,4.2,175,4,4.1,4.2,23.196587,113.27668
斯纳酒店,白云公园,483,3.5,226,3.6,3.9,3.8,23.187351,113.27266
广州白云涌北住宿,白云公园,991,0,55,2.2,0,0,23.196636,113.274994
聚富宾馆,市二宫,559,4.5,123,4.4,4.3,4.4,23.111439,113.28168
如家快捷酒店(江南西地铁站店),市二宫,501,4.4,156,4.3,4.2,4.4,23.108,113.278
旺顺宾馆,市二宫,571,4,98,4.3,3,4,23.109995,113.28131
天一酒店,市二宫,40,4,318,4.2,3.9,4.1,23.112156,113.27589
海友酒店(广州市二宫纺织码头店),市二宫,649,4.4,135,4.2,4,4.3,23.117664,113.27859
广州迷途主题酒店(海珠广场店),市二宫,663,4.1,197,4.2,3.8,4.1,23.117704,113.273705
华厦大酒店,市二宫,993,4.2,493,4.1,4,4.3,23.120983,113.27435
7天连锁酒店(江南西地铁站店),市二宫,696,4.3,159,4.1,4.2,4.3,23.106583,113.27923
速8酒店(广州江南西地铁站店),市二宫,787,4.3,183,4.1,4.2,4.4,23.105623,113.27907
海珠酒店,市二宫,496,4,161,3.9,3.7,4,23.116255,113.274185
富基宾馆,市二宫,402,4,100,3.9,3.8,4,23.115082,113.2787
7天连锁酒店(二宫店),市二宫,504,4.3,190,3.9,4.2,4.3,23.11295,113.2714
格林联盟广州市前进路江南西地铁站酒店,市二宫,662,3.7,158,3.9,3.4,3.7,23.108217,113.28107
逸米酒店(广州市二宫地铁站店),市二宫,731,0,141,3.9,0,0,23.115202,113.2699
99旅馆(广州江南西分店),市二宫,965,4.2,97,3.9,3.9,4.1,23.103567,113.27563
广东云南大酒店,市二宫,704,4,143,3.8,3.7,3.8,23.115557,113.27042
天悦酒店(基立南街),市二宫,547,3.9,88,3.7,3.8,3.9,23.109835,113.28095
广州佳豪商务酒店,市二宫,980,3.6,122,3.7,3.3,3.5,23.11486,113.28542
99旅馆(二宫店),市二宫,449,3.8,109,3.6,3.4,3.6,23.113033,113.271965
九阳宾馆,市二宫,774,3.7,124,3.6,3.1,3.4,23.113892,113.28363
广州天河区商务住宿员村店,科韵路,712,0,95,5,0,0,23.123228,113.37736
品岩青年旅舍,科韵路,771,4.6,45,4.9,4.6,4.6,23.126904,113.39129
广州巴拉巴拉家庭小旅馆,科韵路,897,0,500,4.9,5,5,23.128876,113.39181
广州梧桐木家庭旅馆,科韵路,848,0,23,4.8,4.7,4.8,23.126656,113.39211
广州市天河区果冻青年旅舍,科韵路,870,0,45,4.8,4.8,4.9,23.12701,113.39225
文明公寓（广州棠下店）,科韵路,923,5,55,4.7,4.5,4.5,23.133215,113.386566
粤大金融城国际酒店,科韵路,479,4.6,432,4.5,4.6,4.7,23.125729,113.37929
中联招待所,科韵路,809,1,68,4.5,1,1,23.132355,113.38576
有缘公寓（广州棠下店）,科韵路,866,0,50,4.5,0,0,23.132647,113.38668
广州索特来文艺酒店(广州琶洲会展中心店),科韵路,700,4.4,251,4.4,4.3,4.5,23.131557,113.38356
广州克莱顿酒店,科韵路,652,4.3,370,4.3,4.3,4.4,23.121374,113.37918
广州壹米酒店,科韵路,437,4.3,128,4.3,4.1,4.3,23.12648,113.37988
城市便捷酒店(广州天河骏景店),科韵路,629,4.5,168,4.3,4.3,4.4,23.129791,113.38766
俪士酒店,科韵路,479,4.2,242,4.3,4,4.3,23.128464,113.38711
广州科新商务酒店骏景花园店,科韵路,582,4.5,158,4.3,4.1,4.1,23.129192,113.38772
锦江之星酒店(广州琶洲会展中心店),科韵路,364,4.2,291,4.2,4.1,4.3,23.125097,113.3804
私享家连锁酒店公寓(广州临江上品店),科韵路,992,4.1,281,4.2,4.1,4.3,23.11709,113.38006
明悦酒店(棠下涌东路),科韵路,400,4.3,393,4.1,4.3,4.4,23.128492,113.38571
7天连锁酒店(广州天河骏景店),科韵路,566,4.5,150,4.1,4.3,4.5,23.129272,113.387375
吉旅连锁宾馆棠下店,科韵路,895,4.1,134,4.1,3.7,4,23.133284,113.38308
广州中国大酒店(首层食街),纪念堂,936,3.7,0,5,4,4,23.14614,113.2666
广东迎宾馆,纪念堂,481,4.6,398,4.7,4.5,4.7,23.134342,113.26779
广州中山纪念堂和颐酒店,纪念堂,435,5,268,4.7,5,5,23.139978,113.26598
广州易成国际酒店公寓,纪念堂,744,4.6,329,4.7,4.7,4.7,23.131926,113.27217
铂顿国际公寓(广州中山纪念堂店),纪念堂,218,4.4,332,4.6,4.6,4.6,23.137484,113.267845
逸米米公寓北京路捷登都会店,纪念堂,745,4.3,367,4.6,4.5,4.6,23.132067,113.2726
广州希尔顿逸林酒店,纪念堂,799,4.5,780,4.5,4.5,4.7,23.1376,113.277596
中国大酒店,纪念堂,983,4.5,729,4.5,4.4,4.5,23.146467,113.26624
全季酒店广州越秀公园店,纪念堂,536,4.5,314,4.5,4.4,4.5,23.143002,113.26888
广州越秀宾馆金钥匙楼层,纪念堂,982,4.5,436,4.5,4.4,4.5,23.141884,113.278564
7天连锁酒店(纪念堂地铁站店),纪念堂,95,4.4,158,4.4,4.2,4.4,23.137655,113.269135
锦江之星酒店(中山纪念堂店),纪念堂,216,4.5,229,4.4,4.3,4.5,23.139402,113.2681
广州大厦大酒店,纪念堂,721,4.4,305,4.4,4.2,4.4,23.134909,113.275856
东方宾馆,纪念堂,920,4.4,555,4.4,4.2,4.4,23.145174,113.26486
雅兰酒店(越华路),纪念堂,437,4.3,308,4.4,4.2,4.4,23.135748,113.2731
越秀宾馆,纪念堂,990,4.4,446,4.4,4.3,4.5,23.141874,113.27866
广东大厦,纪念堂,423,4.4,354,4.3,4.1,4.4,23.13827,113.27395
如家快捷酒店(广州解放中路公园前地铁站店),纪念堂,952,4.3,151,4.3,4,4.3,23.129713,113.26906
广州华茂中心酒店,纪念堂,531,4.3,283,4.3,4,4.2,23.141872,113.26641
千树酒店,纪念堂,352,4.3,159,4.2,4.2,4.3,23.138605,113.26639
陌花客栈,汉溪长隆,558,0,0,5,4.6,5,22.994408,113.33556
广州熊猫角落客栈,汉溪长隆,622,0,94,4.9,0,0,22.993765,113.33593
广州优维家国际公寓酒店,汉溪长隆,396,0,205,4.8,5,5,22.999933,113.34057
广州小星家酒店公寓汉溪长隆店,汉溪长隆,589,4.6,239,4.8,4.7,4.7,22.99701,113.34194
广州长隆爱心公寓,汉溪长隆,402,5,92,4.8,4.7,5,22.997255,113.33352
广州米舒咖啡旅馆,汉溪长隆,432,0,387,4.8,5,5,22.999083,113.34097
广州拉美国际酒店,汉溪长隆,528,4.6,132,4.7,4.6,4.7,22.999907,113.34187
迈哈顿酒店公寓(广州长隆店),汉溪长隆,392,4.5,186,4.7,4.6,4.6,22.998066,113.34035
广州后生仔青年旅舍,汉溪长隆,442,4.7,49,4.7,4.6,4.7,22.99921,113.34108
广州洛美酒店公寓,汉溪长隆,523,4.5,228,4.7,4.7,4.7,23.00021,113.341774
