name,subway,distance,service_rating,price,overall_rating,facility_rating,hygiene_rating,location_lat,location_lng
im青年驿站,晓港,812,5,49,4.3,5,4.5,23.093962,113.28298
达镖国际酒店,晓港,642,4.2,405,4.2,4.2,4.4,23.096148,113.28312
广州柒天酒店江南西地铁站富力海珠城店,晓港,755,0,169,4.2,5,5,23.103542,113.282524
广州招牌酒店公寓,晓港,670,4.1,268,4.2,4,4.1,23.096075,113.282845
广州自由行青年旅舍,晓港,805,4.2,56,4.2,4.1,4.4,23.09615,113.28128
广州现代家酒店式公寓,晓港,642,4.5,238,4.2,4.4,4,23.096098,113.28315
广州海军华海大厦(海军南海舰队第一招待所),晓港,712,4,128,4.1,3.8,4.1,23.100191,113.28144
方洁银都酒店,晓港,802,3.9,188,4.1,3.9,4.1,23.096445,113.295525
时代酒店公寓,晓港,635,4,213,4.1,4,4.1,23.095587,113.28367
广州嘻哈酒店公寓(昌岗店),晓港,662,4,285,4.1,3.9,4,23.095955,113.28303
广州城市驿站酒店公寓(昌岗店),晓港,639,3.4,238,4.1,2.1,2.5,23.09606,113.28322
珀丽酒店,晓港,665,4.2,327,4,3.9,4.2,23.097036,113.28234
广州星驿国际酒店公寓,晓港,653,3.9,222,4,3.8,3.9,23.096134,113.283
广州天域国际酒店公寓,晓港,643,4,191,4,3.9,4,23.096046,113.28318
广州嘉驿国际酒店公寓,晓港,663,3.8,183,4,3.7,3.9,23.096,113.282974
7天连锁酒店(广州昌岗地铁站店),晓港,544,4.4,233,3.9,4.2,4.3,23.098581,113.28309
广州柏啦图Holiday主题公寓,石壁,244,0,244,5,0,0,23.001192,113.28257
广州南景华公寓,石壁,882,0,88,4.9,0,0,23.001682,113.2763
广州她他会酒店式公寓南站店,石壁,194,4.5,178,4.8,4.4,4.4,23.001379,113.28323
广州苹果屋主题公寓,石壁,308,4.9,0,4.8,4.9,4.9,23.001795,113.282196
广州南站红影酒店公寓奥园越时代店,石壁,272,4.9,166,4.8,4.9,4.9,23.001507,113.282425
我家连锁酒店公寓广州南站奥园店,石壁,553,0,123,4.8,5,5,22.99548,113.28406
广州e家人宾馆,石壁,788,5,0,4.8,4.8,5,23.001602,113.277214
广州花园别墅宾馆,石壁,953,5,68,4.8,4.3,5,23.003866,113.27628
广州衡阳人家,石壁,865,5,95,4.8,4.4,5,23.001678,113.27647
广州外婆家快捷酒店,石壁,848,4.8,73,4.7,4.5,4.7,23.002329,113.27679
高赛思酒店公寓（南站店）,石壁,606,0,188,4.7,0,0,22.994987,113.28417
丽枫酒店(广州南站店),石壁,235,4.6,349,4.6,4.7,4.7,23.00136,113.282745
广州南站8天酒店式公寓（原长隆8天儿童主题式公寓广州南站店）,石壁,272,4.5,118,4.6,4.5,4.6,23.00137,113.28236
广州高赛思酒店公寓,石壁,256,4.4,168,4.6,4.5,4.5,23.001448,113.28257
广州南站唯家客栈,石壁,821,4.8,86,4.6,4.6,4.7,22.999119,113.2769
广州南铁酒店(南站店),石壁,767,4.7,88,4.6,3.7,4.1,22.997524,113.278
美途国际公寓(汉溪大道店),石壁,751,0,179,4.6,0,0,22.994005,113.28247
广州南站四季宾馆,石壁,856,0,96,4.6,5,5,23.004656,113.277824
维也纳酒店(广州番禺南站店),石壁,584,4.3,284,4.5,4.7,4.8,22.995203,113.28406
言馨酒店公寓（广州南站石壁地铁站店）,石壁,266,4.2,56,4.4,5,5,23.001253,113.28237
广州温馨公寓人和地铁站店,人和,403,5,45,5,5,5,23.3387,113.3049
广州伐木累青年旅舍,人和,77,0,35,4.9,0,0,23.342127,113.30289
汇港假日公寓,人和,991,0,89,4.9,0,0,23.350416,113.30136
广州舒心住宿,人和,38,0,44,4.8,0,0,23.341852,113.30264
丽枫酒店(广州白云国际机场店),人和,750,4.7,275,4.7,4.8,4.8,23.348265,113.30167
空客酒店,人和,736,4,123,4.7,4,4,23.34816,113.3019
白云机场飞行记青年旅舍,人和,139,4.6,198,4.7,4.4,4.6,23.342733,113.30294
尚客优快捷酒店(新机场店),人和,321,4.4,146,4.5,4.3,4.5,23.344397,113.30189
维也纳酒店(广州机场2店),人和,751,4.4,203,4.5,4.4,4.5,23.348293,113.30191
广州牵牛花青年旅社,人和,61,4.7,49,4.5,4.5,4.6,23.342106,113.30253
广州顺心公寓,人和,503,0,52,4.5,0,0,23.337362,113.3006
广州人和凯旋公寓,人和,885,5,86,4.5,4,4,23.34927,113.30029
洪恩酒店(广州白云机场店),人和,302,4.5,198,4.4,4.3,4.5,23.343254,113.30015
维也纳酒店(广州机场店),人和,84,4.2,278,4.4,4.1,4.2,23.341372,113.30165
广州白云机场智选假日酒店,人和,732,4.6,262,4.4,4.5,4.6,23.347866,113.30039
广州昊悦茶业客栈,人和,273,3.6,60,4.4,3.6,3.9,23.342432,113.29996
新时代住宿,人和,139,4.5,25,4.4,2.4,2.4,23.34077,113.30353
广州金鸿公寓,人和,344,0,40,4.4,0,0,23.339544,113.30502
广州七星公寓,人和,35,3.4,60,4.3,3.2,3.6,23.341879,113.30247
7天连锁酒店(白云国际机场店),人和,91,4.2,169,4.3,4,4.2,23.341656,113.30335
蓝湾住宿,季华园,386,5,53,5,5,5,23.015816,113.11314
佛山祖庙安然时光青年旅舍,季华园,437,4.8,0,4.6,4.1,4.8,23.016726,113.114426
丽枫酒店(佛山魁奇路地铁站店),季华园,955,4.7,218,4.5,4.7,4.7,23.004656,113.11224
唯美·堤岸酒店,季华园,812,4.4,98,4.4,4.4,4.6,23.01251,113.12302
佛山世佳酒店公寓,季华园,149,4.3,113,4.4,4.2,4.3,23.01401,113.11581
私享家酒店公寓(星星华园店),季华园,148,4.3,79,4.3,4.2,4.3,23.014013,113.11579
尚客优快捷酒店(佛山季华园地铁站店),季华园,654,4,116,4.3,3.9,4.1,23.00724,113.11706
宝行商务酒店,季华园,584,5,168,4.3,4.7,4.7,23.01793,113.11368
滨利大酒店,季华园,832,4.2,98,4.3,4.1,4.4,23.016197,113.12236
佛山布莱曼主题酒店,季华园,99,4.3,228,4.2,4.2,4.3,23.012083,113.1156
佛山甜果世界酒店,季华园,225,4.2,118,4.2,4.2,4.2,23.010862,113.11559
国汇假日酒店,季华园,530,4.2,99,4.2,4.2,4.3,23.01216,113.109955
佛山金港银城酒店,季华园,248,3.8,148,4.1,3.8,4,23.01112,113.11353
都市客栈(惠景路店),季华园,940,3.5,128,4.1,3.1,3.6,23.004515,113.11672
7天连锁酒店(佛山季华园地铁站店),季华园,578,4.5,109,4,4.5,4.5,23.007751,113.11394
金腾季华大酒店(季华店),季华园,855,3.9,64,3.9,3.9,4.4,23.014389,113.123276
佛华酒店,季华园,795,3.6,99,3.6,3.3,3.3,23.016157,113.12197
佛山七亿连锁酒店(华远分店),季华园,998,3.9,75,3.5,3.7,3.8,23.008797,113.123795
睦昌商务酒店,季华园,895,3.7,138,3.5,3,3.4,23.015759,113.123245
时代公寓,季华园,214,0,35,3.4,0,0,23.010927,113.114815
途美酒店,南桂路,665,4.4,148,4.6,4.5,4.6,23.045933,113.15829
佛山晟逸精品酒店,南桂路,811,0,138,4.6,0,0,23.034042,113.156425
佛山围城连锁酒店公寓,南桂路,701,4.6,118,4.6,4.6,4.7,23.044537,113.16557
维也纳国际酒店(佛山南海城市广场店),南桂路,475,4.6,100,4.5,4.6,4.6,23.043043,113.164055
佛山维福顿公寓,南桂路,751,4.7,143,4.5,4.8,4.9,23.045177,113.16558
佛山豪门公寓,南桂路,944,4.5,43,4.5,4.5,4.5,23.033476,113.16599
佳高商务酒店,南桂路,268,4.4,269,4.4,4.3,4.5,23.041134,113.158035
新湖大酒店,南桂路,544,4.3,186,4.4,4.2,4.4,23.0448,113.15839
元生态休闲酒店(佛山店),南桂路,738,4.5,290,4.3,4.2,4.4,23.035498,113.16548
佛山美邦酒店公寓(万科店),南桂路,721,0,128,4.3,4.2,4.2,23.044546,113.16583
海云轩酒店,南桂路,202,4.2,196,4.1,4,4.1,23.040442,113.15852
7天连锁酒店(佛山千灯湖南桂路地铁站店),南桂路,668,4.5,129,4.1,4.4,4.6,23.034342,113.15965
美高时尚酒店,南桂路,900,3.3,80,4,3.4,4.1,23.032526,113.158035
昌融宾馆,南桂路,784,4.5,76,4,4.2,3.9,23.044615,113.154434
悦凯商务酒店,南桂路,515,2,153,3.9,2,2,23.035715,113.16125
红林宾馆,南桂路,741,3.9,83,3.9,3.8,3.7,23.0343,113.15735
红叶坊时尚酒店,南桂路,709,3.6,118,3.9,3.7,3.8,23.03411,113.16217
锦澜雅居,南桂路,851,4.5,103,3.9,3.8,3.8,23.047743,113.15855
九月连锁酒店（佛山南海店）,南桂路,375,4,139,3.8,3.8,4.1,23.038956,113.16386
佛山市南海悦来宾馆,南桂路,970,2.8,63,3.8,2.8,2.8,23.038841,113.15114
星驿国际公寓（广州番禺万达广场店),南村万博,228,4.4,138,5,4.3,4.5,23.01218,113.355606
广州长隆港湾服务式公寓,南村万博,324,4.8,137,4.9,4.7,4.7,23.01251,113.35668
广州长隆奇幻旅馆主题式酒店公寓,南村万博,428,4.9,318,4.9,4.9,4.9,23.014072,113.35576
西尔曼度假公寓长隆东门店,南村万博,543,4.5,218,4.9,4.4,4.5,23.00559,113.35545
长隆欢乐公寓酒店,南村万博,402,0,0,4.9,0,0,23.007053,113.356
伦多国际公寓酒店,南村万博,184,4.7,140,4.8,4.7,4.7,23.0118,113.355446
广州途安国际酒店公寓,南村万博,242,0,75,4.8,0,0,23.012087,113.35598
广州长隆钧玺主题式酒店公寓(万达广场店),南村万博,207,4.6,138,4.7,4.5,4.6,23.011976,113.355576
广州伦斯度假公寓,南村万博,216,4.7,148,4.7,4.7,4.6,23.012045,113.35561
广州万敏酒店式公寓,南村万博,295,4.8,118,4.7,4.7,4.8,23.012539,113.35621
广州舒怡嘉酒店式公寓长隆万达广场店,南村万博,507,4.4,143,4.7,4.4,4.4,23.014948,113.35482
广州辰安酒店式公寓番禺万达广场店,南村万博,243,4.5,128,4.7,4.5,4.6,23.012278,113.355705
广州欢乐住服务式公寓,南村万博,195,4.6,109,4.6,4.6,4.7,23.011847,113.35556
雅泰酒店,南村万博,204,4.7,122,4.6,4.6,4.7,23.011885,113.355675
广州嘻哈英伦亲子主题度假酒店公寓（原嘻哈酒店公寓长隆万达店）,南村万博,432,4.5,88,4.6,4.5,4.6,23.01415,113.35558
乐途酒店公寓（广州长隆番禹万达店）,南村万博,204,4.6,127,4.6,4.6,4.7,23.011887,113.35566
广州长隆快乐时光儿童主题酒店式公寓,南村万博,242,4.7,118,4.6,4.6,4.8,23.012423,113.35536
广州七彩童年亲子主题公寓,南村万博,211,4.8,122,4.6,4.9,5,23.01205,113.35552
广州番禺长隆悠幽主题酒店式公寓,南村万博,303,4.6,0,4.6,4.6,4.7,23.012865,113.35576
广州长隆欢乐世界亲子主题公寓番禺万达广场店,南村万博,203,0,167,4.6,4.7,4.7,23.011873,113.355675
汉庭酒店(西塱店),鹤洞,730,4.4,178,4.4,4.4,4.5,23.073948,113.24081
广州丽枫酒店(欧曼顿酒店),鹤洞,482,4.3,108,4.3,4.1,4.3,23.075096,113.24294
怡安宾馆,鹤洞,72,3.8,68,4,3.4,3.8,23.07823,113.247025
广州坑口公寓,鹤洞,127,5,76,3.5,3,4,23.0781,113.24508
帝濠宾馆,鹤洞,462,3.7,84,2.3,3.5,3.5,23.080599,113.249954
东华宾馆,鹤洞,740,1,100,1,1,1,23.080643,113.25302
小熊家庭连锁公寓(体育西路二店),体育西路,42,5,0,5,5,5,23.136831,113.32763
广州海月小筑,体育西路,846,0,28,5,0,0,23.132816,113.32106
广州栖巢生活住宿,体育西路,914,0,59,5,0,0,23.133444,113.319916
广州乐途青年旅舍体育西路店,体育西路,315,4.7,9,4.8,4.5,4.7,23.138912,113.32583
广州天河亚朵酒店,体育西路,818,0,491,4.7,4.8,4.7,23.142048,113.32228
广州圣丰索菲特大酒店,体育西路,980,4.5,500,4.5,4.6,4.7,23.144053,113.32238
广州富力君悦大酒店,体育西路,978,4.6,1272,4.5,4.5,4.6,23.128326,113.33006
方圆奥克伍德国际酒店,体育西路,761,4.5,875,4.5,4.5,4.6,23.135117,113.33522
天河大厦,体育西路,751,4.2,450,4.4,4,4.3,23.143518,113.32645
威珀斯酒店,体育西路,802,4.2,558,4.4,4.3,4.5,23.130411,113.324646
广州星座酒店式公寓体育西店,体育西路,163,4.7,131,4.4,4.3,5,23.136295,113.32658
盛雅服务公寓,体育西路,563,4.6,522,4.4,4.4,4.6,23.141891,113.326965
广州馨缘时尚家庭公寓,体育西路,530,4.5,173,4.4,4.2,4.5,23.141083,113.325485
广州遇家酒店公寓,体育西路,550,0,655,4.4,0,0,23.138342,113.33318
柏高商务酒店(广州体育西路地铁站店),体育西路,170,4.4,118,4.3,4.3,4.5,23.1363,113.32651
广州皇家国际饭店,体育西路,551,4.2,505,4.3,4.1,4.3,23.140194,113.323975
广州正佳金殿维福顿公寓,体育西路,466,4.1,499,4.3,4.2,4.3,23.137571,113.33253
广州天美酒店,体育西路,930,3.2,304,4.3,2.8,4,23.139654,113.33663
雪龙商务酒店,体育西路,979,4.5,199,4.3,4.4,4.6,23.136833,113.3376
私享家连锁酒店公寓(广州正佳广场店),体育西路,520,0,408,4.3,0,0,23.138348,113.33288
广州新造嘉福住宿,新造,716,3.3,55,3.3,3.5,3.5,23.040854,113.42355
广州新造四楼平价住宿租房,新造,935,0,68,-1,0,0,23.042921,113.42306
金顺宾馆,客村,791,4.5,128,5,4.5,4.5,23.099348,113.33424
广州肥窝青年旅舍客村地铁站店,客村,246,5,29,4.9,5,5,23.10423,113.326385
广州木春公寓,客村,790,4.8,318,4.8,4.8,4.9,23.103666,113.334656
广州盘丝洞青年旅社,客村,265,4.6,58,4.7,4.3,4.6,23.104397,113.32636
广州珠江帝景青年旅舍,客村,878,4.5,54,4.7,4.4,4.4,23.109678,113.32962
广州迷路麋鹿青年旅舍（广州塔店）,客村,426,0,82,4.6,4.8,4.8,23.105818,113.328224
广州左岸驿站青年旅舍,客村,918,4.5,58,4.6,4.3,4.4,23.110296,113.32589
逸米精选酒店(广州客村地铁站敦和店),客村,881,4.4,197,4.6,4.2,4.7,23.094454,113.324905
广州汇鹏公寓敦和大厦店,客村,878,0,50,4.5,0,0,23.095106,113.32315
影星宾馆,客村,298,4.3,274,4.4,4,4.3,23.101353,113.32432
城市便捷酒店(客村地铁站会展中心店),客村,612,0,159,4.4,0,0,23.101713,113.33309
丽枫酒店(客村地铁站琶洲会展中心店),客村,765,0,100,4.4,0,0,23.099583,113.334076
迎商酒店(广州大道南店),客村,879,4.3,78,4.4,4.2,4.4,23.095095,113.323166
维也纳酒店(会展中心赤岗店),客村,919,4.2,212,4.4,4.1,4.2,23.096882,113.334076
城市便捷酒店(广州客村立交地铁站店),客村,847,3.7,170,4.4,3.6,3.7,23.095537,113.32294
广州市龙强国际酒店公寓,客村,997,4.6,217,4.4,4.6,4.6,23.101671,113.33686
广州迷路麋鹿青年公寓江塔景观2店,客村,851,0,274,4.4,5,5,23.104801,113.33491
广州市迎商酒店丽影广场店,客村,508,4.3,78,4.3,4.1,4.3,23.102182,113.332085
广州合晋帝苑酒店,客村,705,4.2,174,4.3,4.1,4.2,23.100533,113.33379
广州星城服务式公寓客村店,客村,160,0,69,4.2,0,0,23.101002,113.326126
广州驿家人连锁客栈南站店,洛溪,160,0,59,4.9,4,4,23.047995,113.30458
驿舍连锁客栈广州长隆高铁南站店,洛溪,172,3.9,62,4.7,3.4,3.9,23.048033,113.30427
广州莫泰连锁酒店高铁南站南浦地铁口店,洛溪,909,0,143,4.6,4.5,4.5,23.04186,113.301544
丽枫酒店(洛溪新城店),洛溪,24,4.6,308,4.5,4.6,4.7,23.049204,113.30542
盈基公馆(丽江店),洛溪,739,0,0,4.5,0,0,23.044476,113.300255
广州恒基如家住宿,洛溪,716,5,68,4.4,5,5,23.044159,113.30102
大都连锁酒店(广州洛溪地铁站店),洛溪,117,4,70,4.3,3.8,4,23.050323,113.30488
如家快捷酒店(广州高铁南站南浦地铁口店),洛溪,838,4.3,180,4.3,4.2,4.5,23.04238,113.30198
私享家连锁酒店公寓（广州洛溪地铁站渔人码头店）,洛溪,717,4.4,227,4.1,4.3,4.5,23.054834,113.30159
荔江宾馆,洛溪,881,4.4,148,4.1,4.4,4.5,23.041452,113.304054
莫泰168酒店(广州高铁南站南浦地铁口店),洛溪,836,4.2,0,4.1,4,4.2,23.042372,113.302055
广州途家斯维登度假服务公寓渔人码头店,洛溪,585,4.4,98,4,4.3,4.5,23.054258,113.303246
坑坑背包客栈(洛溪地铁站店),洛溪,639,0,108,4,0,0,23.05356,113.309425
格林联盟酒店,洛溪,970,4.1,153,3.9,3.9,4.1,23.040869,113.30281
椰枫酒店,洛溪,745,3.5,160,3.9,3.5,3.5,23.04337,113.30183
布丁酒店(洛溪地铁站店),洛溪,625,4.2,119,3.8,4,4.4,23.045614,113.30982
广州芳香公寓,洛溪,696,1,97,3.8,3,4,23.044071,113.30148
南浦宾馆,洛溪,748,0,113,3.7,4,4,23.043638,113.30128
广州南浦家公馆酒店,洛溪,724,2.8,118,3.6,2.2,2.6,23.044271,113.30073
广州安达宾馆,洛溪,295,4.5,88,2.8,3,4,23.048883,113.30806
广州Xbed互联网住宿保利中达店,妇儿中心,900,5,688,5,5,5,23.122034,113.33682
广州Xbed互联网住宿汇峰国际公寓店,妇儿中心,484,0,378,4.8,3,5,23.126423,113.3355
广州四季酒店,妇儿中心,582,4.7,1437,4.7,4.8,4.8,23.123316,113.32939
柏悦酒店,妇儿中心,534,4.7,1631,4.7,4.8,4.9,23.124405,113.32812
广州富力丽思卡尔顿酒店,妇儿中心,742,4.7,1261,4.7,4.7,4.8,23.122055,113.33385
合景W酒店,妇儿中心,429,4.5,1264,4.6,4.6,4.7,23.127012,113.33519
礼顿酒店,妇儿中心,740,4.6,474,4.6,4.5,4.6,23.12682,113.32416
广州富力君悦大酒店,妇儿中心,117,4.6,1272,4.5,4.5,4.6,23.128326,113.33006
雅诗阁服务公寓,妇儿中心,480,4.6,1019,4.5,4.7,4.7,23.12443,113.32906
广州丹顿行政公寓,妇儿中心,989,4.6,511,4.5,4.5,4.6,23.130205,113.34066
方圆奥克伍德国际酒店,妇儿中心,863,4.5,875,4.5,4.5,4.6,23.135117,113.33522
广州喜运服务公寓(保利中达广场店),妇儿中心,923,0,402,4.5,4.5,4.3,23.121504,113.33645
广州双城礼顿公寓,妇儿中心,582,4.4,0,4.5,4.3,4.4,23.124653,113.327095
广州Hart鹿途·坑坑家庭式公寓,妇儿中心,691,0,233,4.5,4.5,4.5,23.12504,113.33699
维纳斯酒店公寓（广州珠江新城店）,妇儿中心,686,4.4,328,4.5,4.4,4.4,23.12668,113.32473
威珀斯酒店,妇儿中心,712,4.2,558,4.4,4.3,4.5,23.130411,113.324646
广州兴盛国际公寓,妇儿中心,666,4.3,404,4.4,4.2,4.4,23.127123,113.33761
广州蓝精灵酒店公寓,妇儿中心,713,4.5,0,4.4,4.2,4.4,23.126644,113.32447
广州阳光假日酒店公寓,妇儿中心,705,4.4,0,4.4,4.3,4.3,23.1266,113.32456
伊思德国际公寓（广州保利中达）,妇儿中心,958,4.3,665,4.4,4.3,4.4,23.121387,113.33686
广州如悦酒店,大石,149,4.6,244,4.6,4.6,4.7,23.022192,113.32782
万盛名家酒店,大石,949,4.4,286,4.6,4.4,4.5,23.018108,113.32091
爱晚酒店,大石,839,4.6,188,4.6,4.5,4.6,23.021572,113.32016
广州喆啡酒店公寓长隆大石地铁站店,大石,117,0,199,4.5,4.6,4.5,23.022532,113.32766
笆笆拉酒店,大石,1000,4.7,218,4.5,4.6,4.8,23.015217,113.33185
美瓷酒店,大石,859,4.5,38,4.4,4.4,4.6,23.01641,113.33138
城市便捷酒店(广州番禺大石店),大石,843,4.3,164,4.4,4.2,4.4,23.023989,113.31986
广州好再来公寓,大石,430,3,43,4.4,3,3,23.019814,113.32931
广州丰顺公寓,大石,755,0,41,4.4,0,0,23.028221,113.32277
广州平安公寓南大路店,大石,939,0,48,4.4,0,0,23.016636,113.33342
悉恩假日酒店,大石,473,4.4,168,4.3,4.4,4.5,23.019564,113.326355
7天连锁酒店(广州番禺大石地铁站店),大石,769,4.5,154,4.3,4.2,4.4,23.023293,113.32057
广州鑫豪公寓,大石,742,4.5,48,4.3,4.5,4.5,23.028214,113.32293
汉庭酒店(长隆北门店),大石,860,4.2,113,4.2,4,4.2,23.016254,113.33099
广州小鹿酒店,大石,715,4.2,150,4.2,4.1,4.2,23.019402,113.32271
广州华冠酒店,大石,827,3.9,99,4.2,3.7,3.9,23.029108,113.32275
广州白云公寓大山村店,大石,575,4.4,28,4.2,4.2,4.2,23.02607,113.3232
快8连锁酒店（广州番禺大石店）,大石,514,3.6,113,4.1,3.4,3.5,23.019754,113.32516
百友汇公寓（广州大石店）,大石,426,3.4,107,4.1,3.3,3.4,23.022566,113.32405
欣怡宾馆,大石,927,3.9,92,4.1,3.6,4,23.030407,113.33319
广州西关荔园公寓,中山八,384,5,320,5,5,5,23.130247,113.24306
丽枫酒店(广州中山八路地铁站店),中山八,199,4.7,133,4.8,4.7,4.7,23.132084,113.241165
金枫宾馆,中山八,297,4.7,0,4.8,5,5,23.131126,113.242355
广州阿莲家青年旅舍,中山八,374,4.5,44,4.6,4.3,4.5,23.129658,113.23621
广州丽天连锁酒店中山八地铁站店,中山八,37,4.4,166,4.4,4.3,4.5,23.131042,113.23976
迎商酒店（广州中山八地铁站店）,中山八,289,4.3,279,4.4,4.2,4.4,23.130955,113.24227
江月宾馆(广州中山八路总店),中山八,594,4.4,211,4.4,4.2,4.4,23.130852,113.245255
如家快捷酒店(黄沙大道如意坊地铁站店),中山八,857,4.4,177,4.4,4.2,4.4,23.123644,113.237915
广州萝卜青年旅社西关风情店,中山八,979,0,47,4.4,5,5,23.125526,113.24675
尚辉国际酒店(中山八路地铁站店),中山八,646,4.4,188,4.3,4.4,4.6,23.130545,113.23318
7天连锁酒店(上下九长寿路地铁站店),中山八,994,4.5,169,4.2,4.3,4.5,23.12694,113.24798
广州馨乐庭荔枝湾服务公寓,中山八,656,4.3,320,4.1,4.2,4.4,23.126137,113.2427
海友酒店(广州上下九步行街店),中山八,911,3.9,107,4.1,3.6,3.9,23.12891,113.24801
健升酒店,中山八,332,4.2,258,4,4.1,4.4,23.130934,113.24269
佳园连锁酒店荔湾湖店,中山八,483,4,122,4,3.9,4.1,23.127995,113.23629
圣玛登酒店,中山八,770,4.2,224,4,4,4.2,23.131107,113.24699
广州圣庭酒店中山八地铁站店,中山八,812,4.2,124,4,3.8,4.1,23.13171,113.24738
广州莱喜酒店,中山八,872,3.2,140,4,4,4,23.123384,113.23951
逸米酒店广州长寿路地铁站店,中山八,956,3.6,0,3.9,3.6,3.6,23.128843,113.248436
金鹏宾馆(龙津西路店),中山八,776,3.2,93,3.9,1,2.5,23.129913,113.24692
人在旅途公寓,钟村,438,5,78,5,5,5,22.990849,113.31888
广州南国奥园度假酒店公寓,钟村,690,4.8,588,4.7,4.5,4.8,22.994371,113.329216
广州佳诚度假酒店,钟村,945,4.1,117,4.6,4.1,4.2,22.984865,113.318146
广州金柏豪酒店,钟村,897,4.1,135,4.5,4.4,4.5,22.984282,113.32096
普琳商务酒店,钟村,895,4.3,128,4.4,4.3,4.4,22.98412,113.322266
维也纳酒店,钟村,888,4.4,313,4.3,4.3,4.4,22.984165,113.322586
南国奥园高尔夫酒店,钟村,609,4.1,334,4.2,4.1,4.3,22.994104,113.32848
广州欧时快捷酒店钟村店,钟村,957,4.4,92,4.2,4.3,4.5,22.983597,113.32181
广州鸿胜商务酒店,钟村,645,4.2,108,4,4.1,4.1,22.986483,113.32155
利康宾馆,钟村,742,4.5,89,3.6,4.3,4.4,22.98557,113.32167
华雅宾馆,钟村,918,4,92,3.4,3,4,22.983952,113.32404
广州大金福公寓,钟村,978,4.3,86,3.4,4.1,4.2,22.983416,113.32407
广州如佳住宿,钟村,433,3,49,3.2,2,5,22.9893,113.32003
城品酒店(广州高铁南站番禺长隆店),钟村,898,0,0,-1,0,0,22.984089,113.323494
广州七日阳光住宿,钟村,600,0,0,-1,0,0,22.98938,113.32795
广州客家住宿南站店,钟村,437,0,80,-1,0,0,22.989471,113.31978
广州花城文艺客栈,钟村,748,0,137,-1,0,0,22.992561,113.330215
广州番禺豪华住宿,钟村,593,0,49,-1,0,0,22.98777,113.31961
广州长隆度假公寓,钟村,758,0,780,-1,0,0,22.990961,113.330215
广州新媛驿站,钟村,812,0,525,-1,0,0,22.990728,113.3307
恒鑫宾馆,黄阁,629,3.1,93,3.6,3.1,3.4,22.831972,113.51914
永发公寓,黄阁,449,0,100,1.3,0,0,22.832153,113.520996
广州嘉华公寓江夏店,江夏,831,0,54,4.8,0,0,23.2114,113.28504
广州陈田阳光住宿,江夏,624,0,74,4.8,0,0,23.212374,113.291954
广州尚馨休闲客栈,江夏,207,4.8,99,4.7,4.2,4.6,23.21849,113.29141
广州市新丰公寓,江夏,711,0,44,4.6,0,0,23.212168,113.29336
广州亮帆假日酒店,江夏,215,4.4,0,4.4,4.4,4.5,23.21951,113.28957
7天连锁酒店(广州江夏地铁站店),江夏,205,4.7,169,4.4,4.6,4.7,23.215925,113.288734
平安住宿(广州江夏店),江夏,831,0,59,4.4,0,0,23.211636,113.2847
如家快捷酒店(广州广东外语外贸大学白云大道店),江夏,639,4.3,135,4.3,4.1,4.3,23.214062,113.2946
永发住宿(陈田店),江夏,150,4.1,60,4.2,3.5,4.3,23.216394,113.29036
名豪大酒店,江夏,152,4.3,188,4.2,4.3,4.5,23.216625,113.28857
广州东方明珠酒店(江夏地铁站店),江夏,792,3.8,210,4.2,3.6,3.6,23.213625,113.296104
威利斯酒店,江夏,820,4.2,272,4.2,4.2,4.4,23.224005,113.29359
尚美酒店白云大道店,江夏,823,4.2,98,4.1,4,4.3,23.211355,113.29402
广州金腾商务酒店,江夏,637,4.2,0,4.1,3.9,4.3,23.212378,113.29228
广州御福公寓,江夏,98,4,80,4,4,4,23.217085,113.28884
文星连锁酒店(江夏地铁口店),江夏,301,4.3,149,4,4.2,4.5,23.215631,113.287575
广州盈宾公寓,江夏,819,4.1,51,4,3.9,4.2,23.210726,113.29262
广州飞翔公寓,江夏,483,4,80,4,4,4,23.214962,113.28586
广州佳兴酒店,江夏,595,4,148,3.9,4,4.1,23.21383,113.28548
富春景宾馆,江夏,594,4.4,98,3.9,3.4,4.4,23.214155,113.29412
宝利旅业,坑口,747,0,155,4.6,3.9,3.2,23.0867,113.23209
东鹏湾酒店,坑口,741,3.9,125,4,3.8,4.1,23.087044,113.232285
盛源商务宾馆,坑口,106,4,131,3.5,3.6,4,23.085518,113.23864
广州坑口公寓,坑口,953,5,76,3.5,3,4,23.0781,113.24508
东泰宾馆,坑口,851,3.5,68,3.1,2,3.5,23.09005,113.23316
铭浩宾馆,坑口,407,1,115,3,1,1,23.084175,113.23509
佳裕酒店(浣花西路),坑口,947,2,86,1.7,2,2,23.089603,113.23152
广州候航精品酒店公寓,潭村,398,5,328,5,4,5,23.12481,113.34917
再公寓(珠江新城店),潭村,921,4.4,340,4.9,4.4,4.4,23.130445,113.35665
广州捷然酒店服务公寓,潭村,406,4.5,375,4.6,4.5,4.6,23.124817,113.34908
捷然酒店,潭村,407,4.6,0,4.6,4.5,4.7,23.124683,113.349
广州马会酒店,潭村,665,4.3,200,4.4,4.3,4.5,23.129044,113.35227
云来斯堡酒店,潭村,998,4.6,705,4.4,4.5,4.6,23.131197,113.34845
私享家连锁酒店公寓（广州财富世纪广场店）,潭村,981,4.3,423,4.4,4.3,4.3,23.13054,113.34747
广州木莲庄酒店,潭村,927,4.4,329,4.3,4.3,4.5,23.128817,113.34601
