name,subway,distance,service_rating,price,environment_rating,overall_rating,location_lat,location_lng
晴朗部落,金洲,797,3.8,50,3.9,4.4,22.805573,113.54635
洛奇先生餐吧,沙涌,896,2.2,117,3.3,4.5,23.095549,113.25915
专爱法式甜品(沙渡路店),沙涌,752,3.4,150,3.4,4.5,23.088764,113.2609
蠔一煲潮州海鲜砂锅粥,沙涌,944,2.4,54,1.9,4.4,23.093927,113.26134
叹域九号沙滩吧,沙涌,840,3,44,3.1,4.4,23.094976,113.25904
南粤嘉宴大酒楼,沙涌,971,2.9,53,2.6,4.3,23.095596,113.26019
葡庭红酒主题西餐厅,沙涌,743,2.7,79,3,4.3,23.093658,113.25911
倾吧,沙涌,786,3.85,61,3.85,4.3,23.09388,113.25946
顺德松记分店,沙涌,694,2.3,93,2.5,4.2,23.083084,113.25375
一心一境,沙涌,818,4.25,83,4.5,4.2,23.094921,113.25877
喜色(太古仓店),沙涌,769,4.35,92,4.4,4.1,23.094097,113.25903
The one 浪漫码头,沙涌,870,2.7,200,2.8,4.1,23.095345,113.25901
粥旺庄(芳村店),沙涌,386,2.2,52,2.3,4,23.086798,113.25615
唐苑酒家(太古仓店),沙涌,896,3,104,3.4,4,23.095793,113.25881
吉兆手握寿司(太古仓店),沙涌,805,0,85,0,4,23.094164,113.25944
红帆渔港,沙涌,880,2.2,54,2.3,4,23.093143,113.261116
拉斯维加斯式自助餐厅(太古仓分店),沙涌,908,4.5,108,4.5,4,23.095709,113.259125
欣荣酒家,沙涌,252,2.2,55,2.2,3.9,23.09156,113.253075
意泰极,沙涌,744,0,94,0,3.8,23.093817,113.25897
2号码头餐吧,沙涌,782,2.8,70,3.3,3.6,23.09466,113.258575
太古仓珠澋游艇会,沙涌,896,3,100,3,3.5,23.095793,113.25881
一味烧烤,芳村,342,2.8,41,2.8,5,23.106476,113.244545
全合回味馆,芳村,641,3,40,3,5,23.098553,113.24243
爱客多蛋糕店(芳村店),芳村,27,0,67,0,5,23.104183,113.24239
肥佬林景林美食酒楼,芳村,571,1.9,70,2,4.8,23.099178,113.24243
德生楼私房菜,芳村,966,2.6,40,2,4.6,23.095886,113.244484
抱抱芝士蛋糕(芳村店),芳村,81,3.9,133,3.65,4.6,23.104656,113.24287
鱼之鱼醉,芳村,776,3,50,3,4.5,23.097414,113.243324
佬湘楼(白鹅潭店),芳村,537,3,60,2.6,4.5,23.106344,113.24693
必胜客(荣兴路),芳村,765,3.2,42,3.2,4.4,23.0999,113.23642
雪贝尔艺术蛋糕坊(芳村大道中店),芳村,164,2,138,3.2,4.4,23.104124,113.24376
森道寿司(芳村店),芳村,116,3.7,45,3.7,4.3,23.103806,113.24316
臣福龙小东北(芳村分店),芳村,867,2.1,46,1.9,4.3,23.098576,113.23642
老潮,芳村,449,2.9,80,3,4.3,23.105925,113.23814
石头咕(芳村店),芳村,308,3.7,61,3.8,4.2,23.102987,113.24482
竹园风味庄(分店),芳村,271,3,58,3,4.2,23.106379,113.24358
汕头福合埕牛肉(花蕾店),芳村,648,3.2,57,3,4.2,23.09848,113.242294
大汗炭烧羊腿烧烤城,芳村,680,3.8,97,3.7,4.2,23.098204,113.2418
翠城酒家,芳村,605,2.6,55,2.8,4.1,23.09938,113.23964
鸿记煌三汁焖锅(芳村店),芳村,348,3.75,67,3.65,4.1,23.107449,113.242226
夼好挪威三文鱼(芳村花地店),芳村,693,3.7,74,3.55,4.1,23.098108,113.24148
洁荣美食,越秀公园,833,2.9,40,2.8,5,23.141226,113.27366
咖啡磨自助餐厅,越秀公园,316,3.5,225,4.5,5,23.145641,113.26476
大可以饭店(人民北店),越秀公园,740,3.3,85,3.6,4.8,23.14161,113.2627
文记海鲜砂锅粥盘福分店,越秀公园,514,3.1,63,3,4.6,23.141867,113.26667
东海海鲜酒家(流花店),越秀公园,717,3.1,129,3.8,4.6,23.146072,113.260735
绿岛西餐酒廊流花公园店,越秀公园,787,2.5,78,3.3,4.6,23.144964,113.2602
中国大酒店-四季厅,越秀公园,152,3.3,177,3.4,4.6,23.146,113.26631
南国宴乐,越秀公园,263,2.8,60,3.3,4.6,23.145618,113.265305
和风中华居食屋,越秀公园,544,3.2,58,2.5,4.5,23.1415,113.26802
THECOFFEECLUB卡啡客(FTC店),越秀公园,211,2.6,56,2.7,4.5,23.146912,113.265755
文客西餐厅,越秀公园,946,0,52,0,4.5,23.148096,113.258675
同人咖啡阁,越秀公园,632,4.5,99,4.5,4.5,23.146141,113.26156
澳门街(东方店),越秀公园,414,2.7,81,2.8,4.4,23.145126,113.26392
味稻皇(总店),越秀公园,877,2.1,62,2.5,4.4,23.147655,113.25928
中国大酒店扒房,越秀公园,152,3.6,287,3.8,4.4,23.146006,113.26631
城市酒吧,越秀公园,614,2.7,104,3,4.4,23.150885,113.27125
东方厅,越秀公园,316,2.5,115,3.3,4.3,23.145641,113.26476
筋头巴脑牛锅,越秀公园,697,2.9,57,2.8,4.3,23.140125,113.26808
中国大酒店-宴会厅,越秀公园,117,2.5,327,2.5,4.3,23.146029,113.26667
Ol S Cake鲜荟(东风中路店),越秀公园,983,3.3,51,3.2,4.3,23.137642,113.269196
琶洲威斯汀COHIBA,琶洲,439,3.85,100,3.85,5,23.102053,113.369804
广州香格里拉大酒店妙趣咖啡厅,琶洲,573,4.45,255,4.55,4.8,23.108536,113.37668
中国元素中餐厅,琶洲,444,3,198,3.1,4.7,23.101894,113.36989
赤沙大围渔王农庄,琶洲,837,3.7,62,3.65,4.7,23.098011,113.369026
Ming Court明阁,琶洲,627,3.1,160,3.2,4.6,23.103773,113.36709
星巴克(琶洲会展中心店),琶洲,355,3,40,3,4.5,23.106964,113.37095
知味全日,琶洲,444,3.4,232,3.4,4.4,23.101894,113.36989
香格里拉大酒店广州宴会厅,琶洲,573,4.5,600,3.4,4.4,23.10858,113.37661
香格里拉大堂酒廊,琶洲,551,3.1,90,3.1,4.4,23.108635,113.37617
威斯汀行政酒廊,琶洲,444,3.1,120,2.3,4.4,23.101894,113.36989
沛德福牛扒家宴总店,琶洲,577,3.7,224,3.7,4.3,23.10138,113.37768
The Open Kitchen豪厨,琶洲,634,3.4,299,3.5,4.3,23.103771,113.36702
LAVAZZA Espression,琶洲,624,3.1,40,2.5,4.2,23.104296,113.367065
妙趣咖啡厅,琶洲,551,3.5,265,3.8,4.1,23.108635,113.37617
皇室宴会,琶洲,930,3.2,77,4,3.9,23.103983,113.3641
夏宫中餐厅,琶洲,551,3.4,485,4,3.9,23.108635,113.37617
米芝饼店(琶洲店),琶洲,64,3.55,50,3.1,3.9,23.103937,113.37305
滩万日本料理,琶洲,551,3.3,370,3.7,3.7,23.108635,113.37617
大围农庄,琶洲,549,3.65,67,3.6,3.6,23.099741,113.37176
舞日本餐厅,琶洲,426,3.2,250,3.4,3.6,23.102095,113.36993
大树吧,祖庙,484,3.8,42,3.8,5,23.0354,113.12254
渔板长,祖庙,472,4.2,82,4.05,4.8,23.029408,113.121544
盈盛,祖庙,873,2.8,88,2.8,4.8,23.025103,113.12049
曼佗罗印度餐厅,祖庙,380,3.85,91,3.85,4.7,23.033815,113.115204
柏龙德国餐厅,祖庙,484,3.4,80,3.4,4.7,23.03543,113.12253
其乐宫,祖庙,398,3.3,79,3.3,4.6,23.030725,113.11558
三养堂(垂虹路店),祖庙,678,3,50,3,4.6,23.02685,113.120255
好巴食文苑总店,祖庙,358,1.9,44,2,4.6,23.029589,113.11913
今品酒业红酒馆,祖庙,484,2.9,50,2.9,4.6,23.028536,113.11975
后街唐厨,祖庙,572,3.3,72,3.4,4.5,23.036219,113.122925
蒸坊黄鳝饭私房菜,祖庙,660,4.5,42,4.5,4.5,23.02687,113.11925
大切外带寿司,祖庙,519,3.75,61,3.7,4.5,23.03614,113.11521
Koyama小山日本料理,祖庙,620,3.2,202,3.3,4.5,23.035797,113.12386
杯子红西餐厅(汾江店),祖庙,763,2.8,60,2.9,4.5,23.029972,113.11195
名仕阁美食公馆,祖庙,781,4.5,50,4.5,4.5,23.02989,113.1118
岭南天地马哥孛罗酒店-大堂酒廊,祖庙,495,0,190,0,4.5,23.03709,113.12004
味稻一号,祖庙,403,3.2,81,3.4,4.4,23.035519,113.12136
御海湾大酒楼,祖庙,959,1.8,62,2.5,4.4,23.024511,113.121376
nikuya home 肉之家,祖庙,643,3.55,121,3.7,4.4,23.03585,113.12409
鲍国演义(禅城店),祖庙,461,3.2,253,3.2,4.4,23.030758,113.11483
品致尊快餐,动物园,858,4.5,40,4.5,5,23.134388,113.31873
百乐门喜宴(东峻广场店),动物园,337,2,59,3,4.8,23.137608,113.31353
辉记潮州海鲜砂锅粥(广州大道中),动物园,822,2,89,2.2,4.8,23.138498,113.3215
佬湘楼(中山一路店),动物园,676,2.9,63,2.2,4.6,23.13516,113.316696
河南老家(香江园西北),动物园,996,2.8,70,2.1,4.5,23.144123,113.304825
拾壹餐饮(天龙店),动物园,891,3.75,54,3.75,4.5,23.142126,113.322365
东如家厨,动物园,589,2.8,44,2.8,4.5,23.14579,113.31514
食赣佳江西味道餐厅,动物园,818,4,70,4.4,4.5,23.137285,113.30667
凤园椰珍椰子鸡主题餐厅,动物园,244,4.2,108,4.55,4.4,23.140884,113.311424
聚彩酒家,动物园,492,0,60,0,4.4,23.140917,113.30898
点都德喜粤楼,动物园,787,2,59,2.6,4.3,23.133615,113.31478
素和敬素食餐厅,动物园,829,3,73,2.9,4.3,23.137169,113.30662
碧泉金潮香食府,动物园,202,3.75,123,3.75,4.3,23.140335,113.311844
银翔酒家,动物园,860,2.6,40,3,4.3,23.142788,113.30572
东山一号茗苑海鲜酒家,动物园,980,3,64,3.1,4.3,23.136118,113.305565
槟城马来西亚餐厅,动物园,420,3.4,87,3.4,4.3,23.140854,113.30969
湘字号湘汇华府,动物园,921,3.55,56,3.55,4.3,23.135586,113.30665
原汁原味农家鸡(环巿东店),动物园,162,2.2,59,2,4.2,23.141317,113.31239
金招牌茶餐厅(东风东店),动物园,391,2.6,45,3.1,4.2,23.138432,113.31679
五哥酸菜鱼(中山一路店),动物园,856,2.4,57,2.3,4.2,23.13505,113.31957
oggi意大利餐厅,猎德,918,4.5,90,4,5,23.120623,113.3469
汤工房（兴盛路店）,猎德,320,0,83,0,5,23.12664,113.33699
广州富力丽思卡尔顿酒店宴会厅,猎德,557,4.5,1454,2.5,5,23.12208,113.33401
爱意意大利餐厅酒吧,猎德,222,3.3,98,3.4,5,23.125628,113.340546
The Ascott Lounge,猎德,994,3,76,3,5,23.124344,113.32914
Ings Cafe(兴盛路店),猎德,208,3.6,67,3.6,5,23.126211,113.33883
哈哈镜鸭脖子(广州总店),猎德,185,3,40,3,4.9,23.126003,113.33888
春夏秋冬韩国料理,猎德,330,3.3,85,3.2,4.8,23.126814,113.33709
香天下清油火锅(珠江新城店),猎德,61,4.2,99,4.5,4.8,23.12379,113.33887
佰鲜汇,猎德,976,3.4,943,3.5,4.8,23.123316,113.32939
Hello Kitty咖啡厅,猎德,796,4.5,100,4,4.8,23.123512,113.33113
广州富力丽思卡尔顿酒店-邱吉尔吧,猎德,568,3.2,166,3.3,4.8,23.121908,113.333984
食了来,猎德,250,3.1,61,3,4.7,23.126566,113.338524
徐博馆养生私房菜,猎德,603,3.4,242,3.5,4.7,23.119781,113.33566
稻菊日本料理,猎德,530,3.4,115,3.5,4.7,23.127445,113.33494
May Make Cake(美倾烘焙),猎德,417,4.05,55,4.05,4.7,23.12808,113.33922
表妹靓点餐厅(维家思店),猎德,889,3.8,53,4.1,4.6,23.131056,113.334145
广粤会,猎德,797,2.9,500,2.9,4.6,23.120468,113.345436
欧吉比萨店(广粤天地店),猎德,935,3.2,100,3.4,4.6,23.12043,113.34698
宴遇中餐厅,猎德,543,3.9,228,4.45,4.6,23.127626,113.33494
披萨房(新林路店),南浦,939,3.2,44,3.2,4.4,23.040852,113.30913
渔民新村(丽江店),南浦,587,3.2,88,3.4,4.3,23.044186,113.30351
坚记厨房,南浦,331,3.3,49,3.5,4.3,23.037504,113.29825
老根土鸡,南浦,346,3.2,90,3.2,4.3,23.037085,113.29885
一品湘（广碧店）,南浦,314,3.1,44,2.9,4.3,23.037317,113.299065
好汉阁,南浦,264,3,45,3,4.2,23.038021,113.298584
千鲜惠(丽江花园店),南浦,741,3,50,2,4.2,23.040176,113.307236
南浦鹅庄,南浦,175,1.9,48,2.3,4.1,23.038643,113.29913
淼鑫猪肚鸡(碧桂大道店),南浦,138,3.7,49,3.65,4,23.03877,113.29994
品上品,南浦,218,3.1,57,3.2,4,23.041573,113.30129
黄记煌三汁焖锅(南浦店),南浦,217,0,77,0,4,23.038076,113.29972
故欣韩国料理,南浦,203,3.2,56,3.2,4,23.038198,113.29975
醉农庄,南浦,449,2.8,50,3,4,23.03971,113.2956
澜庭阁中西餐厅,南浦,328,3.85,67,4,4,23.037182,113.299065
高佬鱼庄,南浦,182,3.55,49,3.4,3.9,23.038666,113.298965
绿茵阁咖啡厅莱茵江畔分店,南浦,859,2.2,71,3,3.9,23.046879,113.30384
金筷子川菜馆,南浦,304,2.2,41,2.1,3.7,23.04088,113.30281
新尚宫韩国料理,南浦,274,3.1,58,3.1,3.4,23.037935,113.29854
源旺客家王,南浦,424,2.8,69,2.7,3.2,23.043413,113.30188
广州阳光酒店 宴会厅,员村,802,3.2,200,3.2,5,23.127758,113.37441
广州阳光酒店-大堂吧,员村,803,4.5,120,3,5,23.128515,113.37251
美林会所-三江会,员村,735,0,500,0,5,23.120636,113.37754
星园潮汕砂锅粥,员村,746,3.55,40,3.55,4.8,23.121984,113.36314
诸葛烤鱼(员村店),员村,383,3,58,3,4.7,23.118113,113.37013
增城人家,员村,588,3,100,2.9,4.7,23.116371,113.3716
广州阳光酒店自助餐厅,员村,872,4.5,262,4,4.7,23.12917,113.372444
榕意中国菜馆,员村,758,4.2,94,4.4,4.5,23.116795,113.37573
孙氏龙虾馆,员村,251,4.05,71,3.85,4.5,23.119286,113.37034
港兴海鲜舫,员村,619,0,45,0,4.5,23.117107,113.36677
邦记牛杂火锅专门店(员村四横路分店),员村,734,3.65,50,3.55,4.4,23.120998,113.37758
老郭田鸡(员村店),员村,654,3.1,53,3,4.4,23.121822,113.376816
VSA意尚咖啡,员村,805,3.55,48,3.65,4.4,23.123472,113.36283
广州酒家(利口福员村站分店),员村,383,3.4,52,3.45,4.3,23.1249,113.369514
三个菜,员村,829,2.2,44,2.1,4.3,23.125086,113.37756
金汇潮庭,员村,647,2.8,189,3.1,4.3,23.115732,113.37069
鸿鑫川菜馆,员村,780,3,51,3.1,4.3,23.121428,113.362785
澄园茶坊,员村,572,0,124,0,4.3,23.118385,113.37484
表叔港式怀旧茶餐厅(员村店),员村,617,2,50,2.6,4.2,23.118292,113.37531
1982酒荟,员村,903,3.7,71,3.65,4.2,23.124779,113.36231
阳山大排档,澜石,466,3.65,40,3.55,4.5,22.994112,113.11452
永生海鲜酒楼,澜石,894,3.2,100,3.2,4.3,22.995277,113.10718
水库人家餐馆,澜石,500,3.65,50,3.65,3.8,22.99441,113.11462
渝湘楼,番禺广场,840,1.9,40,1.8,5,22.94741,113.386284
重庆农夫烤鱼,番禺广场,885,0,49,0,5,22.947857,113.38617
绿岛咖啡厅(广场西路店),番禺广场,320,2.8,67,2.9,4.6,22.939749,113.38969
滋粥楼顺德特色美食,番禺广场,334,4.1,93,4.2,4.5,22.939108,113.3932
龙庭湖石锅鱼猪肚鸡,番禺广场,801,3.65,43,3.6,4.4,22.947392,113.38685
兴记海鲜火锅,番禺广场,877,3.6,98,3.35,4.4,22.938803,113.39975
南岗喜宴,番禺广场,365,2.8,69,3,4.3,22.941221,113.388336
科尔海悦酒店（大堂星吧）,番禺广场,262,3.75,64,3.8,4.3,22.94114,113.3894
尚品,番禺广场,445,3.6,50,3.6,4.3,22.93855,113.389366
海峡情缘台湾涮涮锅(汇珑店),番禺广场,738,3.1,52,3.1,4.2,22.942198,113.384636
爱品客蛋糕(石基2店),番禺广场,932,3.45,68,3.45,4.2,22.943077,113.40085
肯德基(番禺东兴店),番禺广场,927,3,50,3,4.1,22.934341,113.3958
柏顿西餐厅(清河东路店),番禺广场,261,2.7,84,3.9,4.1,22.941135,113.389404
金湾原味椰子鸡,番禺广场,540,1.7,73,1.8,4,22.94663,113.392715
科尔海悦酒店-水晶厅,番禺广场,261,2.6,50,2.7,4,22.941135,113.389404
万州烤鱼,番禺广场,852,3.5,42,3.5,4,22.947578,113.386314
麦茜哥牛扒城(中银店),番禺广场,118,2.3,73,3.1,3.9,22.940798,113.39205
番禺大厦中餐厅,番禺广场,517,3,60,3,3.9,22.945578,113.388824
波记餐厅,番禺广场,627,2.8,63,2.8,3.9,22.94608,113.39588
瑞萱韩式自助烧烤,番禺广场,850,3.2,48,3.1,3.9,22.942898,113.38361
广州富力丽思卡尔顿酒店宴会厅,海心沙,620,4.5,1454,2.5,5,23.12208,113.33401
The Ascott Lounge,海心沙,804,3,76,3,5,23.124344,113.32914
佰鲜汇,海心沙,687,3.4,943,3.5,4.8,23.123316,113.32939
大诚苑燕翅鲍,海心沙,601,2.9,200,3,4.8,23.120249,113.32597
Hello Kitty咖啡厅,海心沙,692,4.5,100,4,4.8,23.123512,113.33113
广州富力丽思卡尔顿酒店-邱吉尔吧,海心沙,603,3.2,166,3.3,4.8,23.121908,113.333984
徐博馆养生私房菜,海心沙,561,3.4,242,3.5,4.7,23.119781,113.33566
富Top火锅城,海心沙,713,3.3,87,3.4,4.6,23.123135,113.32801
天吧,海心沙,705,3.3,228,3.4,4.6,23.123549,113.32979
四季酒店中庭酒吧,海心沙,687,3.4,229,3.5,4.6,23.123316,113.32939
广州塔-赏点点心,海心沙,561,4.1,67,4,4.5,23.112236,113.33099
海皇轩食府国门店,海心沙,987,2.8,88,3.1,4.5,23.124475,113.32521
江户日本料理,海心沙,625,3.5,272,3.7,4.5,23.122406,113.32835
Love Bay Cafe,海心沙,753,3.2,88,3.2,4.5,23.124062,113.331085
广州富力丽思卡尔顿酒店-丽轩中餐厅,海心沙,605,3.2,403,3.3,4.5,23.121908,113.33401
珍珠酒廊,海心沙,600,3.3,199,3.3,4.5,23.1219,113.33394
珠江新城致盛美食店（分店）,海心沙,840,3.2,104,3,4.4,23.121744,113.32425
愉粤轩,海心沙,703,4.2,432,4.55,4.4,23.123583,113.3302
意珍,海心沙,687,3.4,290,3.5,4.4,23.123316,113.32939
千寿司(珠江新城店),海心沙,870,4.1,101,4.15,4.4,23.121695,113.32385
大树吧,普君北路,721,3.8,42,3.8,5,23.0354,113.12254
誉宴(普君店),普君北路,281,3,54,3.2,4.8,23.031908,113.13142
渔板长,普君北路,914,4.2,82,4.05,4.8,23.029408,113.121544
好串韩式自助串烧,普君北路,250,3.2,79,3.5,4.7,23.032892,113.131645
柏龙德国餐厅,普君北路,724,3.4,80,3.4,4.7,23.03543,113.12253
贵人来泰国餐厅(普君新城店),普君北路,243,3.1,50,3.2,4.6,23.03289,113.13158
华之屋恒香食品有限公司佛平店,普君北路,922,3.75,48,3.8,4.6,23.041113,113.13292
后街唐厨,普君北路,717,3.3,72,3.4,4.5,23.036219,113.122925
Koyama小山日本料理,普君北路,610,3.2,202,3.3,4.5,23.035797,113.12386
第六频道红酒音乐,普君北路,702,3.45,55,3.5,4.5,23.033848,113.13615
味稻一号,普君北路,841,3.2,81,3.4,4.4,23.035519,113.12136
nikuya home 肉之家,普君北路,592,3.55,121,3.7,4.4,23.03585,113.12409
力樽寿司,普君北路,406,2.9,50,3,4.4,23.031021,113.1322
Hello Kitty Cafe,普君北路,762,3.2,53,3.4,4.4,23.03627,113.122475
探鱼(岭南新天地店),普君北路,565,4.35,74,4.5,4.3,23.035625,113.12427
太艮堡毋米粥,普君北路,774,3.2,100,3.4,4.3,23.03584,113.122154
芽荘越式料理,普君北路,747,3.2,79,3.3,4.3,23.035545,113.12233
波意利,普君北路,594,0,95,0,4.3,23.035475,113.12389
花甜汇,普君北路,584,3.95,42,4.05,4.3,23.035454,113.123985
Zen23采蝶餐吧,普君北路,622,4.25,77,4.45,4.2,23.036251,113.123985
绿雅居农庄,新城东,557,3.65,50,3.7,4.1,22.96601,113.1411
万达希尔顿酒店白云宴会厅,白云公园,733,4.5,800,4.5,5,23.181738,113.27502
明记砂锅粥,白云公园,999,0,47,0,5,23.196966,113.27723
聚酒,白云公园,866,3,80,3,4.8,23.180637,113.27449
元祖(白云万达店),白云公园,923,3,131,3.1,4.6,23.18017,113.27427
亚米餐厅,白云公园,570,3.3,68,3.4,4.5,23.189098,113.27189
嘴嘴香(万达广场店),白云公园,978,3,55,3,4.5,23.17994,113.27345
九毛九山西面馆(5号停机坪店),白云公园,593,2.4,51,2.3,4.4,23.186766,113.271675
海利来渔港,白云公园,896,2.8,86,2.5,4.4,23.18233,113.28359
百岁鱼黑鱼馆,白云公园,916,3.3,80,3.2,4.4,23.181046,113.27249
万达希尔顿酒店感趣自助餐厅,白云公园,724,3.5,211,3,4.3,23.181871,113.274864
湘亲门(万达广场店),白云公园,930,2.8,56,2.9,4.3,23.180466,113.27333
潮苑酒家,白云公园,720,3.1,95,3.1,4.3,23.186342,113.27051
汉和食府,白云公园,794,2.6,52,2.4,4.3,23.18809,113.26956
农夫石锅鱼(广州新市店),白云公园,919,2.9,71,2.9,4.3,23.196243,113.27696
一品泰泰越料理,白云公园,572,3.1,60,3.2,4.2,23.188047,113.271736
酝聚酒廊,白云公园,724,3.2,50,3.3,4.2,23.181871,113.274864
悦好味,白云公园,770,2.8,40,2.8,4.1,23.18719,113.28483
Vi-good味可,白云公园,585,4.5,40,4.5,4.1,23.188486,113.27164
黄记煌三汁焖锅(万达广场店),白云公园,946,3.2,73,3.2,4,23.180199,113.27357
大鹅湾酒楼,白云公园,347,3,57,3,4,23.185366,113.279205
SunnyPark咖啡店,市二宫,806,3.3,47,3.4,4.7,23.117369,113.28184
丹哥私房菜,市二宫,782,0,56,0,4.6,23.1077,113.27041
红酒大使,市二宫,980,2.9,225,2.9,4.6,23.12104,113.276276
新兴饭店(前进路),市二宫,977,2.6,73,2.4,4.5,23.106936,113.2839
黄鳝世家(同福东店),市二宫,504,2.1,50,1.8,4.5,23.112951,113.2714
狂赏,市二宫,508,3.85,64,3.65,4.5,23.113356,113.28109
聚三宝,市二宫,799,0,51,0,4.5,23.107882,113.2825
粤潮牛肉火锅店(江南大道店),市二宫,142,2.4,50,2.2,4.4,23.110981,113.2766
呼伦贝尔碳烤羊腿,市二宫,944,3.4,73,3.2,4.4,23.105476,113.27067
锅匠川粤品味,市二宫,552,4.3,58,4.1,4.3,23.114197,113.28123
聚友居美食店,市二宫,575,2.8,40,2.8,4.3,23.117378,113.27579
多口福,市二宫,754,3,40,2.9,4.3,23.118238,113.27969
蓝嘉贝手工曲奇,市二宫,394,3.1,64,3.1,4.3,23.109573,113.27883
红蝙蝠1988,市二宫,999,2.9,40,2.9,4.3,23.114565,113.26684
致青春茶餐厅,市二宫,29,2.6,43,2.8,4.2,23.112001,113.27612
點都德,市二宫,760,4.05,60,4.15,4.2,23.114737,113.283195
鲜入为煮肥牛海鲜火锅,市二宫,792,2.2,82,2.8,4.2,23.115826,113.269585
必胜客(宏宇广场店),市二宫,906,2.5,62,2.8,4.2,23.107252,113.26925
简单生活越南美食吧,市二宫,953,4.1,44,3.7,4.2,23.103659,113.27597
桃源西餐厅,市二宫,997,3.3,131,3.2,4.2,23.120996,113.27425
必胜客(棠下餐厅),科韵路,718,3.5,40,3.6,5,23.131699,113.38462
湘攸大碗菜,科韵路,891,3.45,48,3.45,5,23.133284,113.384315
美林会所-三江会,科韵路,833,0,500,0,5,23.120636,113.37754
程大龙虾,科韵路,678,3.2,107,3.1,4.8,23.129946,113.388214
湘滋味,科韵路,832,3.55,51,3.55,4.6,23.132273,113.38683
筑梦咖啡厅,科韵路,607,3,56,3.1,4.6,23.125067,113.38989
久久丫鸭颈王(骏景花园店),科韵路,994,2.9,40,2.8,4.5,23.12879,113.39289
金河半岛鲍翅酒家,科韵路,669,4,76,4.2,4.4,23.124428,113.390434
邦记牛杂火锅专门店(员村四横路分店),科韵路,806,3.65,50,3.55,4.4,23.120998,113.37758
老郭田鸡(员村店),科韵路,824,3.1,53,3,4.4,23.121822,113.376816
重庆烤活鱼石锅鱼,科韵路,943,3.45,40,3.45,4.4,23.133732,113.384636
兰桂坊粤泰美食,科韵路,860,2.7,86,3,4.3,23.132086,113.38794
三个菜,科韵路,654,2.2,44,2.1,4.3,23.125086,113.37756
车田情酒家,科韵路,812,3.1,66,3.2,4.3,23.131723,113.38023
二郎田鸡(棠下分店),科韵路,620,2.3,55,2.1,4.3,23.129433,113.38799
仙踪林(棠利大厦店),科韵路,815,2.7,46,2.8,4.3,23.132387,113.38587
御禾酒家,科韵路,416,2.8,64,2.8,4.2,23.12575,113.37991
山东老家饮食连锁NO.15,科韵路,809,3.3,71,3.8,4.2,23.1317,113.38024
棒!约翰(广州信息港店),科韵路,765,3.2,58,3.2,4.2,23.131157,113.38007
鸽王轩食鸽专门店,科韵路,688,3,48,3,4.2,23.123434,113.377525
广州市越秀区沸腾久久餐厅,纪念堂,763,0,45,0,5,23.131403,113.27023
洁荣美食,纪念堂,513,2.9,40,2.8,5,23.141226,113.27366
咖啡磨自助餐厅,纪念堂,969,3.5,225,4.5,5,23.145641,113.26476
大可以饭店(人民北店),纪念堂,817,3.3,85,3.6,4.8,23.14161,113.2627
小肥羊(小北店),纪念堂,922,2.5,81,2.7,4.7,23.141691,113.27802
香港羽寿司北京路店,纪念堂,992,3.9,70,3.8,4.7,23.130962,113.275406
转角遇到爱(起义路店),纪念堂,959,3,44,2.9,4.7,23.129644,113.27048
文记海鲜砂锅粥盘福分店,纪念堂,513,3.1,63,3,4.6,23.141867,113.26667
南国宴乐,纪念堂,939,2.8,60,3.3,4.6,23.145618,113.265305
中国大酒店-四季厅,纪念堂,932,3.3,177,3.4,4.6,23.146,113.26631
臻苑,纪念堂,786,2.7,40,3.5,4.6,23.131939,113.27327
CLK咖啡酒廊,纪念堂,699,3,64,3,4.6,23.135145,113.275764
和苑酒家(时代店),纪念堂,886,4.5,95,4.5,4.5,23.136927,113.27836
龙庭酒家,纪念堂,517,3.4,121,3.5,4.5,23.13606,113.27428
芝仕堡意粉餐厅(广大路店),纪念堂,764,3.95,48,3.95,4.5,23.132645,113.274124
和风中华居食屋,纪念堂,404,3.2,58,2.5,4.5,23.1415,113.26802
澳门街(东方店),纪念堂,972,2.7,81,2.8,4.4,23.145126,113.26392
合得人富林酒家(人民北路店),纪念堂,923,2.2,50,2.4,4.4,23.139732,113.26092
卡朋西餐(越富店),纪念堂,953,3.2,51,3.2,4.4,23.135447,113.261
聚谊阁,纪念堂,700,3.2,120,3,4.4,23.135126,113.275764
尚北八旗味道,汉溪长隆,343,0,54,0,5,22.997898,113.33974
白虎自助餐厅,汉溪长隆,879,3.4,240,3.9,4.4,23.007092,113.33522
帕图斯扒房,汉溪长隆,998,3.2,541,3.2,4.2,23.008018,113.33434
茂园,汉溪长隆,933,3,42,2.9,3.7,22.994772,113.32908
丰泽轩醉鹅,汉溪长隆,415,3.75,66,3.55,3.6,22.995638,113.33602
古堡餐厅,汉溪长隆,774,2.9,47,3,3.4,23.00628,113.33657
我家小厨,汉溪长隆,811,2.8,46,2.8,3.3,23.001696,113.344246
汉隆大酒楼,汉溪长隆,891,2.7,72,2.8,3.2,22.994675,113.32965
椰林餐厅,汉溪长隆,628,2.9,300,2.9,3.2,23.00495,113.33632
不差客,汉溪长隆,985,3.5,66,4.5,3,23.004309,113.34471
鳄鱼吧,汉溪长隆,995,2.9,102,2.9,2.9,23.007994,113.33437
海皇轩食府(广晟店),花城大道,678,3.2,70,3.4,5,23.130857,113.33021
汤工房（兴盛路店）,花城大道,617,0,83,0,5,23.12664,113.33699
