name,subway,distance,service_rating,price,environment_rating,overall_rating,location_lat,location_lng
老湘村(南洲北路店),东晓南,163,3.75,48,3.8,4.4,23.077284,113.302444
月影法式铁板烧(新都荟店),东晓南,186,3,60,3,4.4,23.078468,113.299416
客家楼(南洲总店),东晓南,789,3.35,51,3.35,4.4,23.07715,113.30856
香豆咖啡,东晓南,746,3.1,43,3,4.4,23.074806,113.30756
聚汇坊猪肚鸡(东晓南路店),东晓南,74,2.2,80,2.3,4.3,23.0781,113.300835
卡朋西餐(东晓南店),东晓南,188,3,40,3.2,4.3,23.078465,113.29939
广州酒家(利口福侨港店),东晓南,338,3.2,100,3.2,4.3,23.076141,113.29785
重庆烤鱼(晓港路店),东晓南,453,3,40,3,4.3,23.073538,113.29954
千鲜汇(锦丽居店),东晓南,322,0,53,0,4.3,23.077427,113.2977
重庆刘家火锅(南州店),东晓南,536,2.8,40,2.8,4.3,23.07735,113.30609
兄弟砂锅粥,车陂南,798,0,43,0,4.7,23.128902,113.398575
小龙虾,车陂南,801,3,52,4.5,4.7,23.128948,113.398506
筑梦咖啡厅,车陂南,769,3,56,3.1,4.6,23.125067,113.38989
粤膳和养生坊(车陂卜蜂莲花店),车陂南,872,3,50,3,4.6,23.12976,113.39751
久久丫鸭颈王(骏景花园店),车陂南,849,2.9,40,2.8,4.5,23.12879,113.39289
必胜客(广场餐厅),车陂南,135,3,65,3.5,4.4,23.122707,113.39765
金河半岛鲍翅酒家,车陂南,688,4,76,4.2,4.4,23.124428,113.390434
恒信客家王(车陂店),车陂南,145,3.2,58,3.4,4.3,23.122704,113.39778
宁夏老银川,车陂南,801,3,48,3.1,4.3,23.128948,113.398506
兄弟潮汕菜馆,车陂南,811,2.9,40,2.8,4.2,23.129013,113.398636
楚味美食,车陂南,763,2.8,56,2.8,4,23.128609,113.398476
丰盛人家,车陂南,446,2.2,55,2.1,3.6,23.125834,113.39773
牛人汕头牛肉火锅店,车陂南,474,3.6,52,3.6,3.6,23.126207,113.396996
烤尚宫韩式自助餐厅(车陂店),车陂南,982,0,51,0,3.6,23.13009,113.40035
1号湘厨,车陂南,135,3,50,3,3.4,23.122723,113.397644
毛家湾饭店(车陂店),车陂南,987,3.7,56,3.7,3.4,23.130136,113.40037
创新谷,车陂南,563,2.9,55,2.9,3.3,23.124414,113.39179
十甫假日酒店宴会厅,文化公园,624,4.5,225,4.5,5,23.119034,113.25179
绿洲西餐厅,文化公园,614,3.2,112,3.5,4.8,23.118864,113.251755
君临轩大酒楼,文化公园,370,3.4,70,3.4,4.8,23.11652,113.259476
新寿司,文化公园,610,2.1,42,2.2,4.6,23.12037,113.25443
流浮阁,文化公园,822,4.5,245,4.6,4.6,23.111553,113.24914
台湾特色牛皮糖(上九路店),文化公园,724,3.1,196,3.1,4.6,23.119225,113.25067
爱群旋转餐厅,文化公园,763,2.2,60,3.6,4.5,23.115694,113.263626
露丝西餐厅,文化公园,590,3,66,3.2,4.5,23.111958,113.25154
广州酒家(滨江店),文化公园,786,2.8,82,3.3,4.4,23.108648,113.2531
潮宗牛肉店,文化公园,685,3.65,43,3.6,4.4,23.117989,113.25025
心自在素食馆,文化公园,643,2.9,50,2.9,4.4,23.11389,113.25004
车站西餐酒廊,文化公园,204,3.2,138,3.5,4.4,23.113424,113.255424
圣利菲咖啡厅,文化公园,456,3.2,102,3.2,4.4,23.113874,113.25194
广州酒家(文昌总店),文化公园,642,2.8,80,3,4.3,23.119736,113.2524
陶然轩(沙面店),文化公园,647,2.8,95,3,4.3,23.11234,113.250626
绿茵阁(青螃蟹店),文化公园,645,3.2,71,3.4,4.3,23.119118,113.251595
井上回转寿司,文化公园,621,3.3,43,3.5,4.3,23.119118,113.25192
塔影楼酒馆,文化公园,300,2.7,62,3.4,4.3,23.113077,113.258095
美珍香(第十甫店),文化公园,712,2.9,57,2.4,4.3,23.118984,113.25062
痴茶趣,文化公园,895,3,43,3,4.3,23.113266,113.24766
麦考利爱尔兰餐厅,五羊邨,287,0,70,0,5,23.124573,113.32329
老友记主题店,五羊邨,650,0,57,0,5,23.13134,113.322754
The Ascott Lounge,五羊邨,868,3,76,3,5,23.124344,113.32914
品致尊快餐,五羊邨,981,4.5,40,4.5,5,23.134388,113.31873
米吉咖啡,五羊邨,586,0,71,0,5,23.12541,113.31508
四川豆花(五羊店),五羊邨,115,4.5,55,4.5,4.9,23.126795,113.32063
乐藏,五羊邨,710,3,95,3.2,4.9,23.131775,113.32317
广州酒家利口福(明月店),五羊邨,597,3.2,52,3.1,4.8,23.121666,113.31703
希望日本料理,五羊邨,398,3.1,230,3.2,4.8,23.122934,113.32317
富田菊铁板皇尚料理(富力盈信大厦店),五羊邨,960,3.4,130,3.5,4.8,23.131027,113.32824
佰鲜汇,五羊邨,920,3.4,943,3.5,4.8,23.123316,113.32939
大诚苑燕翅鲍,五羊邨,810,2.9,200,3,4.8,23.120249,113.32597
72街(盈丰店),五羊邨,669,4,45,4.05,4.7,23.131325,113.32333
幸福和房,五羊邨,240,3.9,197,3.9,4.7,23.126554,113.32299
宝香厨素食餐厅,五羊邨,466,3.3,54,3.3,4.6,23.12589,113.31623
富Top火锅城,五羊邨,794,3.3,87,3.4,4.6,23.123135,113.32801
花言草语FLOWER TALK,五羊邨,699,4.15,52,4.2,4.6,23.12548,113.313965
天吧,五羊邨,951,3.3,228,3.4,4.6,23.123549,113.32979
淘气猪蛋糕坊,五羊邨,66,2.9,68,2.9,4.6,23.125317,113.320366
四季酒店中庭酒吧,五羊邨,920,3.4,229,3.5,4.6,23.123316,113.32939
国味饭店,桂城,981,3.8,51,3.75,4.4,23.04621,113.14508
麒麟美食城,桂城,995,2.9,40,2.8,4.3,23.03317,113.139435
德宝酒店-餐饮部,桂城,590,4.5,50,4.5,4.3,23.043053,113.14759
湖南人家湘菜馆桂城店,桂城,574,3,60,3.1,4.1,23.042896,113.14828
新记鹅掌亦专门店南海广场店,桂城,921,3,45,2,4.1,23.045584,113.14489
老东北酒楼,桂城,651,2.8,42,2.8,4,23.043339,113.149704
潮汕人家饭店(天佑六路店),桂城,737,3,42,2.9,3.9,23.035742,113.15468
桃花源湘菜馆,桂城,683,3,45,2.9,3.9,23.043888,113.1481
湖南大碗菜,桂城,954,3.6,41,3.6,3.9,23.045929,113.14498
高佬海鲜酒家,桂城,805,2.8,110,2.7,3.8,23.03642,113.14006
辉南客家风味村,桂城,586,3.1,45,3,3.8,23.042953,113.14871
喫茶屋,桂城,165,3.3,44,3.4,3.7,23.039143,113.14726
良友饮食店,桂城,561,2.8,40,2.8,3.5,23.03658,113.15314
川味轩(桂城),桂城,344,2.8,44,2.8,3.4,23.040506,113.14627
天府水煮鱼,桂城,344,0,50,0,-1,23.038774,113.150986
甜麦麦蛋糕坊,鱼珠,854,0,88,0,4.3,23.104494,113.446915
蜀湘人家,鱼珠,620,3.75,40,3.6,4,23.103401,113.44406
甜麦麦蛋糕坊(鱼珠北街店),鱼珠,209,3.45,88,3.45,4,23.10449,113.43765
乐乐轩蛋糕坊,鱼珠,133,3.5,88,3.5,3.7,23.106398,113.44
客家王酒家(黄埔总店),鱼珠,157,3.3,56,3.3,3,23.10739,113.43935
源华酒家,龙洞,189,2,43,3.1,3.9,23.196402,113.38262
鸿星海鲜酒家(龙洞店),龙洞,870,2.3,60,2.6,3.8,23.19965,113.37605
喜运来酒家,龙洞,268,2.8,63,2.8,3.1,23.197073,113.38157
辉记甜品,龙洞,56,0,40,0,-1,23.196829,113.384026
中山大鸽饭(黄埔店),大沙东,710,3.9,56,4.35,4.9,23.106188,113.46183
聚汇坊猪肚鸡(丰乐北路),大沙东,580,2.2,81,2.3,4.8,23.113518,113.45943
川锅演义,大沙东,545,3.3,56,3.2,4.6,23.11309,113.45965
多美蛋糕店,大沙东,852,3,86,3,4.6,23.104956,113.461426
山东老家(丰乐中路店),大沙东,435,3.2,62,3.4,4.5,23.108849,113.46224
绿翔品丝路,大沙东,708,3.3,68,3.2,4.5,23.116583,113.460075
火辣一号,大沙东,763,3.8,57,3.7,4.4,23.10661,113.460144
湘音阁,大沙东,537,3,48,3,4.3,23.112844,113.45967
二郎田鸡(黄埔店),大沙东,432,2.2,68,2.2,4.2,23.10948,113.46157
香柏酒店-西餐厅,大沙东,422,3,75,3.1,4.2,23.108997,113.46224
山水时尚酒店西餐厅(广州·黄埔店),大沙东,718,2.6,52,3,4.2,23.10638,113.46841
鹅仔饭店,大沙东,714,3,50,3.1,4.1,23.106112,113.46193
黄埔欢乐农庄,大沙东,424,3.6,54,3.8,4,23.108364,113.46342
湘厨活鱼馆(丰乐店),大沙东,676,2.8,41,2.8,4,23.116346,113.460266
大禾寿司(黄埔店),大沙东,800,3.65,61,3.75,3.9,23.106487,113.45974
金丰美食农庄,大沙东,991,3.5,49,3.5,3.7,23.115147,113.47389
必胜客(怡港花园餐厅),大沙东,788,3.85,57,3.95,3.7,23.106558,113.45983
味行动麻辣香锅,大沙东,604,3.65,47,3.65,3.7,23.106806,113.46293
丰丰美食,大沙东,539,2.8,40,2.8,3,23.109165,113.46051
皇鹏烧鹅仔(118埔东分店),大沙东,382,2.7,40,2.7,2.9,23.112026,113.461105
酷品西餐厅,员岗,667,3,100,3.2,4.7,23.016006,113.37144
和丰园,员岗,842,3.2,44,3.2,4.5,23.015472,113.36824
草堂小聚,员岗,847,2.9,40,2.9,4.4,23.018742,113.3801
广州雅居乐酒店西餐厅,员岗,736,3.3,50,3.4,4.4,23.016924,113.36785
湘当韵味,员岗,944,4.4,46,4.5,4.4,23.018038,113.380775
富竹阁原生态美食,员岗,380,3,81,3.1,4.2,23.021835,113.37628
千鲜汇(雅居乐店),员岗,943,0,50,0,4.2,23.014008,113.3759
鲜八度(雅居乐店),员岗,722,0,48,0,4,23.015425,113.372444
清远鸡庄,员岗,563,3.2,46,3.2,3.9,23.020786,113.367195
阿瓦山寨(员岗店),员岗,633,2.8,49,2.8,3.6,23.021376,113.3664
后窗主题西餐酒吧,员岗,766,2.9,60,2.9,3,23.01925,113.37947
鲤鱼门海鲜酒楼(潘村店),魁奇路,949,2.8,45,2.8,4.8,23.005444,113.108154
大禾寿司(绿景店),魁奇路,893,2.8,40,3.1,4.7,23.007322,113.11843
杯子红西餐厅(丽日玫瑰店),魁奇路,825,3,74,3,4.5,23.00417,113.12175
阳山大排档,魁奇路,643,3.65,40,3.55,4.5,22.994112,113.11452
毋米粥(绿景店),魁奇路,997,3.1,84,3.1,4.4,23.008577,113.11287
大馅饺子(分店),魁奇路,724,2.4,47,2.6,4.4,23.00222,113.12177
二郎田鸡(丽日玫瑰店),魁奇路,716,3.2,59,3.1,4.4,23.00206,113.121765
永生海鲜酒楼,魁奇路,964,3.2,100,3.2,4.3,22.995277,113.10718
如轩砂锅粥(绿景店),魁奇路,890,3.3,57,3.3,4.2,23.007317,113.11837
德庄火锅(丽日玫瑰店),魁奇路,801,4.15,80,3.95,4.2,23.003778,113.12175
布加迪餐厅,魁奇路,929,3.85,56,3.8,4.2,23.002663,113.12374
湘当够味,魁奇路,678,0,43,0,4.1,23.000898,113.12171
臣福龙小东北,魁奇路,874,3.2,58,3.1,4.1,23.007187,113.11832
嘎嘎香东北饺子馆(丽日玫瑰店),魁奇路,794,3,41,3,4.1,23.00366,113.12175
银太阳(丽日玫瑰店),魁奇路,684,2.8,60,2.8,4,23.000565,113.121826
轩廷潮汕风味馆,魁奇路,729,2.9,75,2.9,3.9,23.002455,113.12172
潮诚美食(丽日店),魁奇路,678,2.9,63,2.9,3.9,22.99973,113.1218
珠江渔邨,魁奇路,959,2.4,73,2.9,3.8,23.006807,113.10961
水库人家餐馆,魁奇路,609,3.65,50,3.65,3.8,22.99441,113.11462
家乡风情(丽日玫瑰·名城商业街),魁奇路,694,2.9,80,3,3.6,23.00144,113.12174
银翔酒家,黄花岗,616,4.5,88,4.5,5,23.143164,113.302666
必胜客(区庄店),黄花岗,807,2.4,59,2,4.7,23.143139,113.30015
兰泉红酒庄(淘金东路),黄花岗,728,2.9,42,2.9,4.7,23.148518,113.299484
表哥香港茶餐厅(黄花岗剧院店),黄花岗,530,3.2,47,3.3,4.5,23.143751,113.30321
河南老家(香江园西北),黄花岗,406,2.8,70,2.1,4.5,23.144123,113.304825
湘满楼(环市东路店),黄花岗,943,2.4,46,2.3,4.5,23.14009,113.301895
东如家厨,黄花岗,900,2.8,44,2.8,4.5,23.14579,113.31514
米记粥清皇,黄花岗,804,2.7,49,2.6,4.5,23.142885,113.3004
小C西点,黄花岗,108,3.55,95,3.55,4.5,23.14707,113.30553
海门鱼仔店(先烈中路),黄花岗,577,-1,73,3.55,4.4,23.143751,113.30253
凤园椰珍椰子鸡主题餐厅,黄花岗,884,4.2,108,4.55,4.4,23.140884,113.311424
老郭田鸡(黄花岗店),黄花岗,519,3.2,48,3,4.4,23.143803,113.303314
聚彩酒家,黄花岗,767,0,60,0,4.4,23.140917,113.30898
金色年华,黄花岗,989,2.5,95,3,4.4,23.14999,113.29724
饮胜会酒家,黄花岗,559,3.1,87,3.4,4.3,23.144678,113.30193
好难找鱼庄,黄花岗,484,3.1,57,3.1,4.3,23.143639,113.30418
喜悦酒家,黄花岗,698,2.3,55,2.2,4.3,23.142937,113.301735
鸽聚苑,黄花岗,412,3,42,3.2,4.3,23.144135,113.304665
渝城味都(永福路店),黄花岗,306,2.5,59,2.5,4.3,23.149668,113.308266
q吧,林和西,285,2.4,78,2.9,5,23.148726,113.33255
Hooley's爱尔兰西餐酒廊,林和西,868,2.4,70,3,5,23.146435,113.321884
汉密哈顿,林和西,128,2.9,100,2.9,5,23.147964,113.33123
维客滋味坊,林和西,684,4.5,40,3.8,5,23.146112,113.323746
天河蔚青咖啡厅,林和西,750,4.5,40,4,5,23.140636,113.32839
祝咔菲(天河北店),林和西,379,3.2,40,3.4,4.9,23.146513,113.3267
潮皇食府(国贸总店),林和西,37,3.1,100,3.4,4.8,23.147326,113.33004
SootheDS苏芙吧,林和西,976,3.3,87,3.2,4.8,23.14716,113.3399
True Love臻爱蛋糕(林和西店),林和西,553,3.85,58,3.6,4.8,23.151712,113.328186
挪威深海三文鱼侨怡苑店,林和西,608,3.2,59,3.2,4.7,23.145927,113.33615
正本日本料理(林和东店),林和西,503,3.3,165,3.2,4.7,23.149544,113.334526
澳门街(都市店),林和西,522,2.5,73,2.6,4.6,23.1465,113.33541
CHACHA日式烧烤,林和西,343,2.8,119,3.1,4.6,23.146015,113.32722
毛家饭店(火车东站店),林和西,884,2.5,61,2.5,4.6,23.155071,113.32964
饭菜真香,林和西,931,4.1,41,4.05,4.6,23.140074,113.325455
阿一鲍鱼酒家(旗舰店),林和西,814,3.2,259,3.2,4.6,23.147547,113.3383
随轩中餐厅,林和西,639,3.4,150,3.5,4.6,23.152029,113.32705
探窝汤物料理林和西店,林和西,567,0,80,0,4.6,23.151802,113.32808
叹东西,林和西,602,0,67,0,4.6,23.142534,113.32724
卡撒浓汤(中信广场店),林和西,117,3,60,3,4.6,23.147326,113.33148
银翔酒家,区庄,338,4.5,88,4.5,5,23.143164,113.302666
潮福轩酒家,区庄,710,2.7,130,2.5,4.9,23.13942,113.29651
禾绿回转寿司(东山锦轩店),区庄,998,2.7,66,2.1,4.9,23.131308,113.302025
必胜客(区庄店),区庄,466,2.4,59,2,4.7,23.143139,113.30015
东山日本料理,区庄,915,0,119,0,4.7,23.142994,113.29499
羊门小将火锅(广州区庄总店),区庄,348,2.5,57,2.5,4.6,23.140648,113.300026
小山日本料理(环市东路店),区庄,595,3,197,3.5,4.6,23.141905,113.29789
美龄阁保健餐厅,区庄,603,0,70,0,4.6,23.134829,113.30431
博禧轩本色湘菜执信店,区庄,811,3.2,127,3.2,4.6,23.134165,113.29893
湘满楼(环市东路店),区庄,155,2.4,46,2.3,4.5,23.14009,113.301895
誉品顺德私房菜(东风东路店),区庄,369,4,66,4,4.5,23.13688,113.30313
表哥香港茶餐厅(黄花岗剧院店),区庄,396,3.2,47,3.3,4.5,23.143751,113.30321
河南老家(香江园西北),区庄,460,2.8,70,2.1,4.5,23.144123,113.304825
喜马拉雅藏族餐吧,区庄,831,3.4,131,3.4,4.5,23.143072,113.295906
Wilber's(农林下路店),区庄,596,3.3,230,3.3,4.5,23.134857,113.302826
旺湘楼(越秀店),区庄,377,3.2,47,3.2,4.5,23.136812,113.30311
米记粥清皇,区庄,429,2.7,49,2.6,4.5,23.142885,113.3004
食赣佳江西味道餐厅,区庄,464,4,70,4.4,4.5,23.137285,113.30667
圣会酒吧,区庄,467,3,200,2.5,4.5,23.14015,113.298836
小C西点,区庄,794,3.55,95,3.55,4.5,23.14707,113.30553
味道餐厅,同和,42,3.5,77,3.5,5,23.202875,113.33311
五华菜馆,同和,664,3,40,2,5,23.19769,113.33562
一品炖炖品,同和,577,3,40,3,4.9,23.198433,113.335335
龙茶一品点心茶楼,同和,44,3.75,50,3.8,4.7,23.202703,113.33253
大千骨头王火锅,同和,63,3.3,55,3.3,4.7,23.202625,113.33233
鬼塚,同和,178,0,98,0,4.6,23.204226,113.33155
福客来食府,同和,659,0,44,0,4.6,23.197727,113.33559
娜仁图雅蒙古美食村(同和店),同和,702,4.1,96,4.2,4.5,23.207937,113.32839
蒙乡烤全羊,同和,637,4.3,70,4,4.5,23.197432,113.334
东北一家人(春兰四路),同和,970,2,47,2,4.5,23.194414,113.334114
二郎田鸡(京溪店),同和,588,3.9,56,3.2,4.5,23.198116,113.33484
嘭嘭牛杂火锅(同和分店),同和,720,0,50,0,4.5,23.196842,113.33476
名宴汇,同和,458,3.5,60,3.4,4.4,23.199013,113.33364
煌上煌(大道北店),同和,801,3,50,3,4.4,23.195936,113.33404
品正羊庄,同和,146,0,60,0,4.3,23.203924,113.33381
Angela Cake(总店),同和,477,0,100,0,4.3,23.199202,113.3348
食海世家美食城,同和,140,3.1,53,3,4.2,23.202042,113.33357
汕头福合埕牛肉火锅店(广州大道北店),同和,958,2.8,58,2.8,4.2,23.194525,113.334114
二元寿司,同和,47,3,42,3,4.1,23.203314,113.3331
毛家湾饭店(合一国际广场店),同和,689,2,62,2,4.1,23.197062,113.33449
品致尊快餐,杨箕,433,4.5,40,4.5,5,23.134388,113.31873
老友记主题店,杨箕,852,0,57,0,5,23.13134,113.322754
米吉咖啡,杨箕,871,0,71,0,5,23.12541,113.31508
四川豆花(五羊店),杨箕,940,4.5,55,4.5,4.9,23.126795,113.32063
乐藏,杨箕,883,3,95,3.2,4.9,23.131775,113.32317
百乐门喜宴(东峻广场店),杨箕,499,2,59,3,4.8,23.137608,113.31353
辉记潮州海鲜砂锅粥(广州大道中),杨箕,910,2,89,2.2,4.8,23.138498,113.3215
尊宝比萨(达道路店),杨箕,890,3.2,40,3.2,4.7,23.128082,113.30802
72街(盈丰店),杨箕,909,4,45,4.05,4.7,23.131325,113.32333
佬湘楼(中山一路店),杨箕,296,2.9,63,2.2,4.6,23.13516,113.316696
宝香厨素食餐厅,杨箕,832,3.3,54,3.3,4.6,23.12589,113.31623
花言草语FLOWER TALK,杨箕,865,4.15,52,4.2,4.6,23.12548,113.313965
小肥羊(五羊店),杨箕,971,2.4,86,2.7,4.5,23.126183,113.32028
汉正街一号楚味私厨(五羊新城店),杨箕,920,4.1,101,4.35,4.5,23.125711,113.31094
金桥酒店-西餐厅,杨箕,856,4.5,102,4.5,4.5,23.12641,113.31856
郑州烩面馆,杨箕,858,3.5,40,4.5,4.5,23.125633,113.31325
食赣佳江西味道餐厅,杨箕,934,4,70,4.4,4.5,23.137285,113.30667
凤园椰珍椰子鸡主题餐厅,杨箕,913,4.2,108,4.55,4.4,23.140884,113.311424
表哥茶餐厅(五羊新城店),杨箕,825,3.65,44,3.9,4.4,23.125975,113.31635
海皇轩食府(汇美店),杨箕,979,3.2,88,3.4,4.4,23.13025,113.32369
东北饺子馆(环洲三路店),浔峰岗,976,3.45,50,3.45,3.8,23.16255,113.21319
千骨味海鲜肥牛自助火锅,浔峰岗,938,0,59,0,3.6,23.1638,113.2144
枫情阁西餐厅,浔峰岗,940,3,43,3,3.4,23.163984,113.214645
老坛酸菜鱼,浔峰岗,981,3.25,43,3.5,3.3,23.166483,113.21703
2233韩国料理,浔峰岗,942,0,58,0,-1,23.164007,113.21469
红芥末寿司店,昌岗,573,3.3,55,3,5,23.100574,113.279305
潮公馆潮州食府,昌岗,94,3.65,40,3.65,5,23.097,113.28238
御品膳食府,昌岗,689,2.5,70,3,5,23.098982,113.27693
萌记美食,昌岗,386,4.5,40,4.5,5,23.09505,113.280136
这夜···,昌岗,657,2.8,500,2.7,5,23.09117,113.28466
广州酒家(江南西店),昌岗,722,3,50,3,5,23.103218,113.28142
福岛(江南西分店),昌岗,997,2.3,72,2.4,4.8,23.102184,113.27538
林海土蜂蜜(礼岗路分店),昌岗,443,0,70,0,4.8,23.093094,113.282196
家琳甜品工作坊,昌岗,741,4.35,69,4.35,4.8,23.103588,113.28263
维拉酒吧,昌岗,826,0,65,0,4.8,23.098858,113.27549
广州酒家(广州酒家20),昌岗,461,0,85,0,4.7,23.09439,113.279755
小幸福HAPPY-KITCHEN(昌岗店),昌岗,213,3,48,3.2,4.7,23.098846,113.28296
挪威三文鱼,昌岗,397,4.1,42,3.95,4.6,23.094112,113.280945
九毛九山西面馆(燕汇广场店),昌岗,939,0,51,0,4.6,23.088509,113.283615
天然味道,昌岗,861,3.55,51,3.45,4.6,23.089853,113.28667
板崎寿司,昌岗,835,3.1,40,3,4.6,23.102228,113.27749
和木大捞料理,昌岗,970,3.2,57,3.2,4.6,23.10194,113.27552
玖井日式料理店,昌岗,842,4.2,42,4.15,4.6,23.098747,113.2753
樱寿司料理,昌岗,808,0,49,0,4.6,23.101593,113.277214
LA CAFFERIA,昌岗,113,3.95,41,3.9,4.6,23.095947,113.28313
鲜芝鲜觉,凤凰新村,441,0,50,0,4.8,23.097023,113.26469
亨宝挪威三文鱼,凤凰新村,740,3.2,60,3.2,4.7,23.097616,113.269165
总部厨房,凤凰新村,553,3.5,93,3.5,4.7,23.09872,113.2677
洛奇先生餐吧,凤凰新村,660,2.2,117,3.3,4.5,23.095549,113.25915
澎澎美食(南田路总店),凤凰新村,361,3.5,49,3.45,4.5,23.103176,113.26472
广州皇朝任轩美食,凤凰新村,900,3,64,2.9,4.5,23.097715,113.27092
农家鸡,凤凰新村,105,1.9,40,1.5,4.5,23.100277,113.261665
隆记潮菜馆,凤凰新村,118,2.8,40,2.7,4.5,23.100262,113.261536
凯信会馆,凤凰新村,396,3.4,67,3.4,4.4,23.098782,113.259285
蠔一煲潮州海鲜砂锅粥,凤凰新村,746,2.4,54,1.9,4.4,23.093927,113.26134
呼伦贝尔碳烤羊腿,凤凰新村,986,3.4,73,3.2,4.4,23.105476,113.27067
靓仔买单,凤凰新村,606,3.95,74,4,4.4,23.095226,113.26129
葳特葡萄酒体验馆,凤凰新村,829,4.1,84,4.35,4.4,23.10282,113.270386
叹域九号沙滩吧,凤凰新村,720,3,44,3.1,4.4,23.094976,113.25904
大叔寿司,凤凰新村,737,4.1,68,3.75,4.4,23.097721,113.269196
南粤嘉宴大酒楼,凤凰新村,603,2.9,53,2.6,4.3,23.095596,113.26019
葡庭红酒主题西餐厅,凤凰新村,846,2.7,79,3,4.3,23.093658,113.25911
Oyster Talks生蚝体验馆,凤凰新村,833,4.25,120,4,4.3,23.093857,113.26637
倾吧,凤凰新村,808,3.85,61,3.85,4.3,23.09388,113.25946
嘉华海鲜酒家 革新路店宴会厅,凤凰新村,439,2,40,2.5,4.2,23.09701,113.26071
滋味馆风味餐厅,金峰,976,3.4,102,3.4,4.6,23.178001,113.45738
影音咖啡,金峰,78,2,312,4,4.5,23.187468,113.4579
厚朴养生馆,金峰,160,2.8,80,3.2,4.4,23.185537,113.456985
丰之江客家王,金峰,973,3,49,3,4.3,23.180553,113.4645
ADD泛亚自助餐厅,金峰,976,3.5,372,3.5,4.2,23.178001,113.45738
Miss Saigon,金峰,976,3,64,3,4,23.178,113.45738
客家村乡土菜馆,金峰,970,2.9,45,2.8,3.7,23.180584,113.46449
松园韩国料理,金峰,216,3,83,3,3.6,23.185717,113.45957
荔香园山庄,金峰,895,2.8,50,2.8,3.5,23.18119,113.46411
毛家湾饭店美食圣地,金峰,984,3.1,55,3.1,3.5,23.193308,113.45129
珍味园,金峰,837,2.2,54,2,3.2,23.181517,113.46366
天天酸菜鱼,河沙,488,3.5,58,3.5,4.6,23.144892,113.22586
湘南公社,河沙,169,3.4,59,3.4,4.3,23.141024,113.22571
粤廷轩,河沙,210,3,43,3,3.9,23.140217,113.22602
毛家饭店(河沙店),河沙,169,2.9,58,3,3.7,23.140944,113.225716
泮塘渔村鸽天地,河沙,412,3.4,40,3.4,3.6,23.137177,113.224815
湘菜苑(河沙分店),河沙,232,2.8,42,2.8,3,23.140198,113.22624
福源美食,河沙,631,3.55,40,3.2,3,23.141665,113.23017
麦可斯(桥中店),河沙,309,1.9,40,1.9,3,23.143038,113.22589
潮汕海兴大排档,河沙,327,0,70,0,-1,23.143616,113.225075
好运来客家饭店,长湴,649,4.5,53,4.5,5,23.179022,113.35299
湖南土菜馆,长湴,895,3,43,3,5,23.180244,113.34828
Angela Cake(天河客运店),长湴,969,3.55,77,3.5,5,23.177073,113.35045
兄弟食府,长湴,868,3.75,60,3.75,4.8,23.176392,113.35607
晨龙思雅餐厅,长湴,342,4,40,4,4.6,23.18149,113.35432
恒信客家王(天源路辅路),长湴,564,2.1,60,3.3,4.5,23.186998,113.36053
客家王菜馆,长湴,861,3.55,47,3.55,4.5,23.18053,113.34849
东江渔村(植物园店),长湴,864,3.85,76,4.2,4.4,23.18302,113.364265
昌顺饭店(元岗路),长湴,996,2.9,45,3,4.4,23.179693,113.347496
汇道香主题餐厅,长湴,921,3.1,42,3.1,4.3,23.176027,113.35445
华南植物园私厨,长湴,904,3,60,3.2,4.1,23.181604,113.364296
米芝饼店(棠东店),长湴,975,3.6,50,3.5,4.1,23.176044,113.35942
我有鹅味,长湴,881,3.8,49,3.75,3.8,23.17628,113.35608
潮香大排档,长湴,974,2.8,40,2.7,3.8,23.179443,113.347916
海鲜肥牛自助火锅,长湴,862,4,67,3,3.1,23.176516,113.354774
四海酒家,长湴,817,3.5,65,3.7,3,23.188505,113.362404
味聚源美食店,长湴,613,4,60,4,-1,23.18219,113.35033
潮汕华记牛肉店,长湴,882,0,57,0,-1,23.180365,113.34835
十甫假日酒店宴会厅,黄沙,616,4.5,225,4.5,5,23.119034,113.25179
东阿阿胶(康王中路店),黄沙,749,0,160,0,4.9,23.122305,113.24856
绿洲西餐厅,黄沙,602,3.2,112,3.5,4.8,23.118864,113.251755
百度烤肉(恒宝店),黄沙,893,2.5,50,2.4,4.6,23.123684,113.248184
新寿司,黄沙,922,2.1,42,2.2,4.6,23.12037,113.25443
流浮阁,黄沙,514,4.5,245,4.6,4.6,23.111553,113.24914
台湾特色牛皮糖(上九路店),黄沙,543,3.1,196,3.1,4.6,23.119225,113.25067
万岁一级棒(恒宝店),黄沙,779,2.4,71,2.6,4.5,23.12265,113.24812
德嘉商贸(黄沙店),黄沙,240,2.9,40,2.9,4.5,23.114374,113.245125
卡朋西餐(恒宝广场店),黄沙,885,4.15,53,4.25,4.5,23.123602,113.248245
露丝西餐厅,黄沙,629,3,66,3.2,4.5,23.111958,113.25154
三泰冷冻品,黄沙,568,3.6,100,3.6,4.5,23.118212,113.242096
定益美食店,黄沙,475,2.9,40,2.8,4.5,23.119759,113.24539
潮宗牛肉店,黄沙,420,3.65,43,3.6,4.4,23.117989,113.25025
心自在素食馆,黄沙,375,2.9,50,2.9,4.4,23.11389,113.25004
车站西餐酒廊,黄沙,903,3.2,138,3.5,4.4,23.113424,113.255424
圣利菲咖啡厅,黄沙,549,3.2,102,3.2,4.4,23.113874,113.25194
